"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sdcbp",0.0470047611248883,0.140586564004478,0.581,0.538,1
"Glcci1",0.0470192389075498,0.119364739102006,0.51,0.466,1
"Map3k12",0.0470546195873707,0.799999813122915,0.026,0.015,1
"Nmd3",0.0471232271904502,-0.272816252163022,0.189,0.222,1
"Tmem161b",0.0473275337533254,0.348983016738505,0.12,0.095,1
"Glb1l",0.0474016357638098,0.850625886192883,0.026,0.014,1
"Tbccd1",0.0474410297684417,0.999564305005103,0.018,0.009,1
"Siah1a",0.0474819808273361,0.439252469345026,0.101,0.078,1
"Elf4",0.0476204964334831,0.193673552600461,0.369,0.331,1
"Lmbrd1",0.0476432262274691,-0.204464435021682,0.424,0.459,1
"Nop53",0.0476959027268918,-0.114345860466795,0.564,0.597,1
"Ppp2r1b",0.0476970966682096,0.204148996259024,0.216,0.183,1
"Cdc16",0.0477723235975178,0.35971249155395,0.108,0.084,1
"Zdhhc13",0.0477791507286455,-0.45276625725705,0.043,0.062,1
"Wdr36",0.048126466228664,-0.187129035802534,0.137,0.168,1
"Bahd1",0.0483523368143235,0.292419843714124,0.169,0.14,1
"Qser1",0.0484301965383331,0.760198805064942,0.025,0.014,1
"Incenp",0.0484832359829529,0.267922892653853,0.163,0.134,1
"Hes6",0.0486134233139924,0.452076509702609,0.082,0.062,1
"Ssbp2",0.0487744447806257,-0.654838694213902,0.023,0.037,1
"Rock2",0.0488839000450454,-0.322156342180286,0.18,0.21,1
"Fip1l1",0.0489420244047592,0.150906974982044,0.348,0.308,1
"Nrde2",0.0489821718808419,0.46687351163069,0.09,0.069,1
"Mpp1",0.0490193149416402,0.377651668576054,0.142,0.116,1
"Dnm2",0.0491280743843091,0.148256489022315,0.359,0.319,1
"Exosc10",0.049162462487851,-0.301440260727445,0.135,0.164,1
"Serpinb9",0.0492563590247526,0.257586788827805,0.335,0.3,1
"Acvr2a",0.0492946692756857,-0.717848491739703,0.028,0.044,1
"Cln6",0.0493292954008279,-0.425667740246392,0.072,0.094,1
"Shkbp1",0.0493403669313295,0.247171515095002,0.211,0.179,1
"Adamts14",0.0494898804009444,0.677957917118936,0.052,0.036,1
"Cd7",0.0495123765616905,-0.639071378355586,0.057,0.077,1
"Ubald2",0.0495219145360409,0.118840244602724,0.86,0.85,1
"Trp53bp2",0.0495527540978858,0.372849818552034,0.113,0.089,1
"Def6",0.0495714535206701,0.193543496103756,0.376,0.344,1
"Ttll5",0.0496079763465133,0.400851186347436,0.078,0.057,1
"Commd4",0.049638776760327,0.202995486130498,0.269,0.234,1
"Cxcr3",0.0497449947810584,0.31121397386276,0.306,0.278,1
"Dnajc2",0.0497820505710471,-0.228257264241599,0.201,0.234,1
"Otud5",0.0498392981241945,0.261444026889054,0.225,0.194,1
"Comt",0.0498518539741835,0.313840467510489,0.156,0.128,1
"Leng8",0.0500141353676413,-0.135679205910227,0.437,0.478,1
"Acat1",0.0501654282589094,-0.239336932649189,0.127,0.155,1
"Ttbk1",0.0502062345504286,-0.692313399632565,0.033,0.049,1
"Lman2",0.050218695374062,0.129702519265139,0.464,0.424,1
"Rbm47",0.0502277073677661,0.497880199315734,0.054,0.037,1
"Spry2",0.0502489609622081,-0.974188244999489,0.014,0.025,1
"Ppp3cb",0.0504128677599049,-0.165712028260535,0.339,0.377,1
"Tbl1x",0.0504182751105954,-0.246753955576826,0.172,0.203,1
"Pgap1",0.0505857810285378,-0.407060954457541,0.075,0.098,1
"Usp7",0.0507982656892352,0.149592832636935,0.373,0.334,1
"Bola2",0.0508817104260474,0.198005502060379,0.238,0.204,1
"Ccdc127",0.0508999210163043,0.342103667677478,0.097,0.075,1
"Nt5e",0.0511352197978677,0.15366777376693,0.488,0.446,1
"Prpf38a",0.0513506591500458,-0.195732556692682,0.234,0.27,1
"Tfip11",0.0514675010661718,0.126757825614473,0.283,0.244,1
"Chka",0.0514783383491334,-0.491339961931023,0.044,0.062,1
"Nans",0.0515077328000522,0.155524977716039,0.301,0.263,1
"Oat",0.0516211149397866,-0.364701666241621,0.097,0.122,1
"Lnpep",0.0516552812645446,-0.132474556525272,0.628,0.663,1
"Wwp1",0.0516962243519639,0.311898851654349,0.169,0.141,1
"Ppp1r8",0.0517895487548485,-0.259735607235259,0.215,0.247,1
"Ubl3",0.0518106311581593,0.125389350502608,0.768,0.739,1
"Sema4a",0.0518881297497157,-0.313458236660368,0.083,0.108,1
"Aebp2",0.0519090334538165,0.108004168976424,0.814,0.797,1
"Krt8",0.0519166364829488,-0.663400707717327,0.022,0.035,1
"Pwwp3a",0.0519867933321747,0.346723509556381,0.121,0.096,1
"Rab10",0.0520050098301491,-0.16244418225348,0.365,0.401,1
"Ttc21b",0.0520905761403087,0.452076509702609,0.059,0.042,1
"Fbxl4",0.0522327465585174,0.477611601809747,0.053,0.037,1
"Nab1",0.0523396935328683,-0.152983560375596,0.559,0.581,1
"Gabbr1",0.052350190248604,0.23616812193636,0.186,0.156,1
"Atg2a",0.0525539569794982,-0.244016803048069,0.285,0.318,1
"Esf1",0.0525821603244427,0.277746329140296,0.102,0.079,1
"Ptbp1",0.0526510847680123,-0.112795315236889,0.69,0.712,1
"Nup62",0.0526570002148356,0.235943078837844,0.233,0.199,1
"Bin3",0.0526804316935771,0.248543115617477,0.198,0.168,1
"Map2k2",0.052682538006718,0.190970840841765,0.373,0.339,1
"Gmppb",0.0526908153015073,0.290487367428361,0.123,0.098,1
"Cltb",0.0527848669026924,-0.442214049126276,0.086,0.11,1
"B3gntl1",0.052785136050148,0.45207650970261,0.053,0.037,1
"Cds2",0.0528028654749886,0.125054008996998,0.479,0.434,1
"Tmem134",0.0530211299427024,0.20932637532317,0.304,0.27,1
"Mosmo",0.0531465760768243,0.367542999490941,0.103,0.08,1
"Mdm2",0.0532684742023236,0.184380726498953,0.416,0.382,1
"Pde6d",0.0534109130434493,0.303977870713475,0.101,0.078,1
"Prdx3",0.0534609603768332,0.183018316241045,0.211,0.178,1
"Synj2bp",0.0535214269633159,0.253370658415671,0.299,0.267,1
"Brk1",0.0535646515264796,0.137600718518946,0.527,0.499,1
"Pfkl",0.0536081261346158,0.220750963596154,0.312,0.279,1
"Sugt1",0.053726779972105,-0.178166870319413,0.424,0.453,1
"Prkacb",0.0537740295420809,-0.195712828473986,0.271,0.306,1
"Amn1",0.0539089774307849,0.555912320687149,0.063,0.045,1
"Eci2",0.0540809681086795,-0.301283522714265,0.126,0.153,1
"Ift46",0.0542428335219797,0.329740966778557,0.1,0.077,1
"Bend4",0.0542984112663596,-0.702251636688684,0.021,0.034,1
"Ttpal",0.0543957177835549,0.269773375981672,0.205,0.176,1
"Fasl",0.0544328776676391,-0.56275090797503,0.167,0.193,1
"Arl6ip5",0.0544395168333275,-0.121823095784689,0.575,0.595,1
"Zc3h3",0.0544434211719876,0.297101849726269,0.091,0.07,1
"Lbr",0.0545870397334498,-0.165075428711984,0.469,0.499,1
"Alkbh5",0.0546631851071944,-0.156498548240497,0.5,0.532,1
"Fanci",0.0547664273075413,-0.531803824934114,0.038,0.055,1
"Phgdh",0.05478340853903,-0.302810992460859,0.082,0.106,1
"Trmt10b",0.0548230876162523,0.793113427537676,0.033,0.021,1
"Wdsub1",0.0548233547291397,-0.44408767931285,0.03,0.046,1
"Dop1b",0.0549479910014522,0.240928845533784,0.161,0.133,1
"Alg2",0.0550229442689672,0.506524293724985,0.051,0.035,1
"Impact",0.0550261035104538,-0.274293969224398,0.191,0.223,1
"Igfbp7",0.0550454132833042,0.568269527207132,0.073,0.054,1
"Taf13",0.0550544557925934,-0.427629256579679,0.093,0.117,1
"Mocs2",0.0550609411244693,0.294285263896152,0.165,0.137,1
"Ifi47",0.05523024190043,0.104385318750165,0.447,0.4,1
"Car2",0.0553261305645517,-0.615037686155927,0.026,0.041,1
"Alg5",0.0554328799904733,0.221070958061453,0.154,0.126,1
"Timm8a1",0.0554834786043338,-0.402493050775827,0.064,0.085,1
"Grap2",0.055665501327365,-0.417369936026019,0.28,0.307,1
"Setdb2",0.055777327362036,-0.25773747820363,0.098,0.123,1
"Lats1",0.0557896404534735,0.232510132444925,0.136,0.11,1
"Hdgf",0.0558286715776328,-0.236508622092704,0.161,0.192,1
"Pcbp2",0.0558912934138702,-0.185049845411113,0.486,0.511,1
"Nxpe3",0.0559162376480743,0.127349781462573,0.179,0.148,1
"Aip",0.055961332239144,0.155247054025125,0.447,0.407,1
"Mapkapk2",0.0560546809567556,0.109908201321111,0.712,0.677,1
"Preb",0.0560736910715653,0.275008078875652,0.241,0.211,1
"Ahsa2",0.056108082860539,-0.324148514910824,0.153,0.181,1
"Cnn3",0.0561607865623424,-1.0714854463544,0.02,0.032,1
"Repin1",0.0561838826320081,-0.504854768405504,0.045,0.063,1
"Basp1",0.0561987114290772,-0.90700458360222,0.02,0.032,1
"Cdc42se1",0.0563842584121451,0.105707555551948,0.498,0.447,1
"Mgat1",0.0564298225706187,0.130148414815247,0.194,0.162,1
"Gata3",0.0564470304982358,0.279218604138004,0.46,0.425,1
"Polg",0.0565417162088,0.218979388022919,0.184,0.154,1
"Zdhhc8",0.0565490744079988,-0.375970807508096,0.079,0.101,1
"Clk4",0.0566740701031675,0.168178822253063,0.373,0.335,1
"Afg3l2",0.0567625333530136,0.161067476291771,0.283,0.247,1
"Ptpmt1",0.0567674070381276,0.211068410198815,0.151,0.123,1
"Cdc26",0.0570305414272951,0.257807689280549,0.105,0.082,1
"Rbm45",0.0571610390886614,0.249768334409494,0.228,0.197,1
"Usp38",0.0571845186147681,-0.211655282225162,0.39,0.415,1
"Ccl1",0.0572225995729583,1.30937586293662,0.041,0.027,1
"H4c1",0.057263953912047,-0.869851585184754,0.011,0.021,1
"Erlin2",0.0574230172868078,0.452076509702609,0.05,0.034,1
"Tesk1",0.0574537704953909,0.396042474788281,0.092,0.071,1
"Hnrnpdl",0.057636079014858,0.186731943181614,0.188,0.158,1
"Tbrg1",0.0576934782593868,0.116627275161628,0.398,0.355,1
"Thy1",0.0580179164524658,0.166258708224528,0.802,0.783,1
"Krtcap2",0.0580452639765443,0.302101097604542,0.273,0.246,1
"Hps1",0.0580462514500051,0.272527089371897,0.146,0.12,1
"Usp12",0.0580474842075187,-0.306915390793596,0.135,0.164,1
"Map1lc3a",0.05815064332475,-0.257022291030653,0.099,0.124,1
"Tg",0.0582579809580257,0.267993445263637,0.122,0.097,1
"Orai3",0.0582602501133272,0.289137938576404,0.084,0.064,1
"Fhip1b",0.058280868773127,0.452076509702609,0.062,0.044,1
"Ctdspl2",0.0583852103548827,-0.21045454451425,0.285,0.319,1
"Strn3",0.0585040244419495,-0.264512948431813,0.272,0.304,1
"Sowahc",0.058603915419459,0.426081301169665,0.05,0.034,1
"Itga2",0.0586512995622576,0.729610485231518,0.031,0.019,1
"Nrf1",0.0587905314175367,0.26876929633955,0.142,0.116,1
"Mgmt",0.0590805538028118,-1.04268818204697,0.01,0.019,1
"Tmx1",0.0591453529460168,0.104153206282303,0.352,0.311,1
"Ubr5",0.0592415550529175,0.143175095111487,0.474,0.429,1
"Gtf2ird2",0.0592768238363097,-0.895846793717697,0.01,0.019,1
"Osbpl3",0.0593192434523194,0.152643052602333,0.454,0.412,1
"Cyc1",0.0593288042395396,0.241021632300442,0.244,0.213,1
"Ss18",0.0594421780440572,-0.164052003141651,0.48,0.514,1
"Nsa2",0.0595091068650956,-0.263501030413979,0.266,0.296,1
"Slc14a1",0.0595696259995364,-0.52283250933456,0.051,0.07,1
"Jpt1",0.0596921232966971,0.133682268488808,0.64,0.618,1
"Psmg2",0.0597368401367712,0.423787465271185,0.09,0.07,1
"Spen",0.0597639754853174,0.309013460610774,0.209,0.179,1
"Gtf2b",0.0598480118552962,-0.159630846251075,0.352,0.391,1
"Sec61b",0.0598482148266801,-0.231117828022616,0.214,0.246,1
"Cenpt",0.0598842568036278,-0.436278134468481,0.042,0.06,1
"Apbb3",0.059891072681973,0.539539350952949,0.048,0.033,1
"Nrp1",0.0600325759509576,-0.298564021360674,0.138,0.166,1
"Sipa1l2",0.0600734673457342,0.311213973862759,0.073,0.054,1
"Stub1",0.0601637775042798,0.19168682512438,0.296,0.261,1
"Agtpbp1",0.0602694123705083,0.313693025546687,0.129,0.104,1
"G3bp1",0.0602826928498978,0.276579713590623,0.18,0.151,1
"Msmo1",0.0603213479236597,0.36461366845227,0.139,0.114,1
"Mvk",0.0603831959127586,-0.610933287823192,0.046,0.064,1
"Zfp54",0.0606836385550142,0.528697791305522,0.054,0.038,1
"Msr1",0.0607005342159834,-1.22599539541003,0.004,0.011,1
"Uri1",0.0607685354342784,-0.223572733143173,0.128,0.155,1
"D5Ertd579e",0.0608606721943189,0.122684037503944,0.289,0.251,1
"R3hdm4",0.0608976535628349,0.142332069358822,0.413,0.374,1
"Ddr1",0.0609811013871938,0.556413169517345,0.04,0.027,1
"Yju2b",0.0610361960090018,0.565733291498177,0.059,0.042,1
"Rnf122",0.0610609430977251,-0.92643511355112,0.009,0.018,1
"Fgf13",0.0610609430977251,-0.92643511355112,0.009,0.018,1
"Stard3nl",0.0610728163734059,0.228863209231133,0.215,0.184,1
"Ppp1r3f",0.061094459552583,0.497880199315734,0.079,0.06,1
"Med18",0.0612417359187272,-0.458126819946745,0.051,0.07,1
"Xpa",0.0612424492693319,0.295957307785327,0.174,0.146,1
"Tbrg4",0.0613313245431285,-0.223725221785201,0.136,0.165,1
"Elf2",0.0614145359207928,0.24753775317896,0.249,0.218,1
"Cradd",0.0614258519919968,0.436479654651591,0.08,0.061,1
"Pkp3",0.0615168126716282,0.142282170451102,0.394,0.357,1
"Ssrp1",0.0615693858883591,0.197357372080819,0.245,0.212,1
"Rhobtb2",0.0617081469098532,-0.610659245645353,0.043,0.06,1
"Rock1",0.0617468582252125,-0.129974395598643,0.583,0.616,1
"Ints4",0.0617759004793902,0.341893591952187,0.111,0.088,1
"Midn",0.0618030383228915,-0.179956247040422,0.373,0.405,1
"Dcaf7",0.0618363893584449,-0.142706961829574,0.364,0.402,1
"Anapc7",0.061906531347042,0.268435515143269,0.189,0.161,1
"Cep63",0.0619164484574523,-0.304157418168376,0.102,0.127,1
"Zbtb22",0.0619671960354373,0.283476905726864,0.109,0.086,1
"Arb2a",0.0619829264963395,0.264449506526838,0.159,0.132,1
"Fdx1",0.0621099820813476,-0.170853841217567,0.155,0.186,1
"Tmem106c",0.0622002300632953,-0.489029801243823,0.046,0.064,1
"Lims1",0.062240496786805,0.177981618140471,0.45,0.418,1
"Matn2",0.0622975984512686,0.326545627618751,0.062,0.044,1
"Taf1a",0.0623267475418729,0.521339172139723,0.059,0.042,1
"Atg5",0.0623495033311206,0.265077994901355,0.192,0.164,1
"Nipsnap2",0.062375261768857,-0.266152521882011,0.112,0.138,1
"Natd1",0.062386603382849,0.567553727122545,0.047,0.032,1
"Zfp219",0.0626348953377856,0.604079603147659,0.046,0.032,1
"Myb",0.0626502006607087,-0.361292156122678,0.193,0.223,1
"Hdac2",0.0626594563413678,-0.263194013364278,0.117,0.143,1
"Arnt",0.0626831330997379,-0.220538673053539,0.245,0.278,1
"Myo1e",0.0628222011486571,0.255585951808918,0.219,0.189,1
"Sting1",0.0628256360164125,0.170208991510323,0.353,0.319,1
"Nisch",0.0629163211513181,0.210819046264067,0.338,0.304,1
"Ppid",0.062991417070827,-0.342604582319884,0.087,0.11,1
"Slc37a4",0.0631044370319517,-0.668217724015102,0.022,0.034,1
"Mgat4b",0.0631644982230749,0.301397597204941,0.1,0.078,1
"Cpne1",0.0632199572536783,0.243262494866702,0.214,0.184,1
"Ccdc117",0.063586961572809,-0.313458236660368,0.175,0.204,1
"Anapc11",0.063769946417421,0.196819454460535,0.285,0.25,1
"Tcta",0.0638024766212288,0.551612183253523,0.064,0.047,1
"Dzip1",0.0638397655106591,-0.70546476728387,0.022,0.034,1
"Yipf1",0.0638876334724598,0.178082891878949,0.255,0.222,1
"BC003965",0.0639406639564141,0.508660038068977,0.069,0.051,1
"Plcb4",0.0639896780762524,0.244271624589207,0.067,0.049,1
"H2ac24",0.0640026736003265,-0.293371392333398,0.221,0.252,1
"Rwdd2b",0.0640684044032753,-0.547923490297391,0.03,0.045,1
"Tmem106a",0.0641274974761902,0.218877333409579,0.103,0.08,1
"Pigm",0.0642434441400239,0.224270592179797,0.196,0.166,1
"Arf2",0.0642497258964869,0.320831976424357,0.127,0.103,1
"Tctn1",0.0642869881642222,-0.770315911633839,0.014,0.024,1
"Apobec2",0.0643456076057583,-0.770315911633839,0.018,0.029,1
"Gimap4",0.0643635391249164,0.104766727465645,0.82,0.789,1
"Prr14l",0.0645497116605162,0.1948013731575,0.22,0.189,1
"Stard3",0.0645662980860694,0.340183629631712,0.111,0.088,1
"Ankra2",0.0646367407217702,0.358967105311128,0.105,0.083,1
"Lig3",0.0646689679181497,-0.331714940584315,0.088,0.111,1
"Atp5mf",0.0646780011870684,-0.15519800782396,0.46,0.489,1
"Ifnar1",0.0648051267003441,-0.111678678152592,0.598,0.624,1
"Fmr1",0.0648094315287147,-0.204835832897562,0.285,0.317,1
"Fhip2b",0.0650424656305444,0.363071503643865,0.101,0.08,1
"Snrpb2",0.065096809673572,-0.199259012937901,0.29,0.324,1
"Ccdc157",0.0651631017266253,0.604079603147659,0.027,0.016,1
"Cntln",0.0652675755306269,-0.341472612829964,0.051,0.07,1
"Il3ra",0.0653186580878209,0.166985182995618,0.278,0.244,1
"Abcc1",0.0653297199805534,0.297353914903967,0.173,0.146,1
"Cct2",0.065353660054763,-0.159954234216718,0.278,0.312,1
"Tob1",0.0653585533958816,-0.183233075779226,0.341,0.376,1
"Idh2",0.0654062864147849,-0.510770491879924,0.056,0.075,1
"Pcf11",0.0654125396367079,0.181922064539298,0.362,0.326,1
"Pou2f1",0.0654237166315419,-0.286691327097582,0.139,0.166,1
"Atxn7l2",0.0654954878311078,0.420712338793274,0.083,0.064,1
"Wdhd1",0.0655426199776041,0.378075928258832,0.083,0.064,1
"Ccpg1",0.0656783089244792,-0.203182603698905,0.199,0.231,1
"Nsg2",0.0657292705232123,-0.327797675932887,0.036,0.052,1
"Mboat7",0.0657379982976475,0.111277640715684,0.27,0.234,1
"Arel1",0.0657688817537769,0.216448261209467,0.282,0.249,1
"Pbrm1",0.0658558877473557,0.160613695542298,0.281,0.246,1
"Hras",0.0658671457555254,0.26901040857223,0.153,0.127,1
"Abhd13",0.0658904282842407,0.339867006116584,0.125,0.101,1
"Smpd1",0.0659013214583203,-0.283248726082341,0.149,0.177,1
"Madd",0.0659534721201026,-0.150268069246783,0.509,0.537,1
"Atxn7l1",0.0659616691750513,0.165628302279983,0.412,0.379,1
"Ttc39b",0.0660289446926307,0.100923343061422,0.493,0.446,1
"Nanp",0.0660313898578053,-0.36505943314758,0.053,0.072,1
"Bak1",0.0661213474465781,0.1502060671565,0.365,0.329,1
"Il10rb",0.0661586982340971,0.142577059252429,0.32,0.282,1
"Uggt1",0.0662377680268534,-0.212665064997545,0.244,0.278,1
"Il1b",0.0662634175715693,-0.748222140783222,0.078,0.099,1
"Stk38",0.0663199556709117,-0.225995395410028,0.285,0.319,1
"Fscn1",0.0663640400120652,0.177901546263615,0.018,0.029,1
"Akirin1",0.0663746637412719,-0.188891400747289,0.26,0.293,1
"Bbip1",0.066382489687528,-0.155303457126144,0.23,0.265,1
"Tsg101",0.0665509375152394,0.180948421822479,0.209,0.179,1
"Gemin5",0.0665518239822739,-0.410419966547455,0.038,0.055,1
"Med12l",0.0666304918110868,0.74753239322878,0.026,0.015,1
"Tbc1d13",0.0666380029602943,0.271504264060789,0.112,0.089,1
"Nubp2",0.066647602246012,0.29795336438319,0.178,0.151,1
"Pdcd2",0.0666539343402942,0.262105566058539,0.125,0.1,1
"Itga6",0.0667748707232292,-0.296812251839416,0.193,0.222,1
"Ubald1",0.0668437379114363,-0.360296487121619,0.146,0.172,1
"Trim21",0.0669222444115049,0.252545046174974,0.172,0.144,1
"Kif1c",0.0669778457238059,0.339867006116584,0.125,0.101,1
"Sdhd",0.0670913307999983,0.233205435100685,0.244,0.214,1
"Thumpd3",0.0672649574332044,0.371156514319042,0.096,0.075,1
"Top3a",0.0673615726520287,0.577607391786468,0.044,0.03,1
"Dtnbp1",0.0674247142372055,0.240201960280161,0.161,0.134,1
"U2af1",0.0675418293929126,0.13674252703704,0.268,0.234,1
"Zcchc9",0.0675650940614169,0.329457223038653,0.11,0.088,1
"Zfp362",0.0676307561179964,0.231950695338106,0.228,0.199,1
"Cep135",0.0676799549952589,0.324320962504236,0.097,0.076,1
"Psmd8",0.0677753686066458,-0.235227806249349,0.28,0.31,1
"Avpi1",0.0678326300866299,-0.606817179350959,0.021,0.033,1
"Pex5",0.0678569652044053,0.281030968366382,0.13,0.105,1
"Phka2",0.0681327354394521,0.452076509702609,0.073,0.055,1
"Usp47",0.0681726889569108,0.166167637616229,0.255,0.222,1
"Yipf5",0.068239533571794,0.16628220086896,0.246,0.213,1
"Tha1",0.0682574943868312,0.693084609206404,0.025,0.014,1
"Ddx20",0.0683031288390991,0.495145231594495,0.062,0.045,1
"Il18bp",0.0683504664427197,0.669667944775235,0.043,0.029,1
"Socs5",0.0683934335510117,0.176442067089182,0.162,0.135,1
"Cd200r4",0.0685925748509463,0.707915414132199,0.06,0.044,1
"Fyttd1",0.068698340197702,-0.224384345504043,0.182,0.211,1
"Ikzf5",0.0687076709346199,-0.235571654993111,0.212,0.243,1
"Psma1",0.0687989458534427,0.160049900529109,0.362,0.329,1
"Gnpnat1",0.0689151021751892,-0.257767741464508,0.207,0.237,1
"Elmod2",0.0690588904114697,0.472835069869407,0.062,0.045,1
"Trbc1",0.0690665438423641,-0.139556831832028,0.421,0.453,1
"Wfikkn1",0.0690671331841027,1.03703901042377,0.014,0.006,1
"Gpm6b",0.0691858524528156,-0.221517290290877,0.07,0.091,1
"Smim15",0.0692233602837353,0.258065889735984,0.223,0.194,1
"Anxa7",0.0693258931080851,0.176313799025893,0.361,0.326,1
"Cbx4",0.0696193270673216,-0.181704895891185,0.424,0.453,1
"Zdhhc23",0.0697818970023603,0.357861168084959,0.111,0.089,1
"Atn1",0.0699069662388605,0.168138000696509,0.283,0.25,1
"Gorab",0.0699074244167819,0.571375438074954,0.055,0.039,1
"Ubap2l",0.07012175958141,0.134678073295761,0.449,0.417,1
"Spout1",0.0703233614977462,-0.368953349252071,0.054,0.072,1
"Mlf2",0.0705216222890131,0.124167437764518,0.476,0.441,1
"Dnase1l2",0.0706512069740334,0.992644891065312,0.015,0.007,1
"Grsf1",0.0706746431548851,-0.292512325666622,0.128,0.154,1
"Cyp2s1",0.0707189744520849,-0.801680082543173,0.012,0.022,1
"Trp53i13",0.0708742074896356,0.492718494199955,0.066,0.049,1
"Mex3b",0.0710048637081093,-0.300564153444367,0.164,0.19,1
"Vps16",0.0713271303700227,0.171968590509874,0.261,0.227,1
"Mbd6",0.0713424425980457,0.414601804283947,0.072,0.054,1
"Casp1",0.0713980959930818,0.260258902411455,0.179,0.151,1
"Slc39a6",0.0714008704252455,-0.375086893435175,0.084,0.106,1
"Hdac8",0.0714648994094347,0.301296557527,0.108,0.086,1
"Spint2",0.071468802734186,0.243618636723627,0.325,0.296,1
"Gga1",0.0714823948950675,0.215199842119826,0.233,0.203,1
"Ovol2",0.0715761839523733,0.774004604589972,0.033,0.022,1
"Slfn8",0.0716909083442737,0.103292922988541,0.483,0.446,1
"Wdr45",0.0716927121946008,0.184143304455976,0.174,0.146,1
"Slc12a9",0.0716948634616603,0.5863776014142,0.042,0.029,1
"Acadl",0.0717423924652775,0.141463728043081,0.368,0.336,1
"Arid5b",0.0720329204574729,0.146643519810867,0.326,0.291,1
"Zfp940",0.0720532097002264,0.84439393248137,0.02,0.011,1
"Cbr1",0.0720532097002264,0.84439393248137,0.02,0.011,1
"Ltf",0.0720885590875262,1.0895064303179,0.033,0.022,1
"Ddx43",0.0720958356765657,0.839099632811856,0.016,0.008,1
"Pcid2",0.0721141139838067,0.325319367416671,0.091,0.071,1
"Jmjd8",0.0721765370318802,-0.663400707717327,0.023,0.035,1
"Tpcn2",0.0722115283094805,0.382535576449532,0.077,0.058,1
"Slc25a15",0.0722798262499747,0.92156179300383,0.017,0.009,1
"Ndrg4",0.0722798262499747,0.92156179300383,0.017,0.009,1
"Parp6",0.0722920828949612,0.324526459982098,0.111,0.089,1
"Oaf",0.0723126973695982,0.577607391786469,0.034,0.022,1
"Dtymk",0.0724580583452273,0.203308672941864,0.216,0.187,1
"Ccdc51",0.0724955531313014,0.892649101088591,0.018,0.009,1
"Colq",0.0724955531313014,0.892649101088591,0.018,0.009,1
"Chn2",0.0726726879288985,-0.491339961931023,0.031,0.046,1
"Adam10",0.072771381844405,0.120000459439164,0.281,0.246,1
"Ovca2",0.0728247571610365,-0.708388162490637,0.016,0.027,1
"Eps15",0.0730293325157657,-0.164594850745885,0.292,0.327,1
"Zfp39",0.073554322985343,0.424595773280503,0.049,0.034,1
"Syap1",0.0736005821813094,0.208327090812207,0.292,0.261,1
"P2rx7",0.0736660465944294,-0.869851585184754,0.011,0.02,1
"Rnf10",0.0738911568269673,0.115793121838177,0.494,0.457,1
"Ubap1",0.073968713129826,0.275527117949045,0.153,0.128,1
"Limk2",0.0739758216867528,0.317775417991018,0.111,0.089,1
"Ranbp1",0.0741552150769202,-0.15168036430483,0.312,0.346,1
"Oxr1",0.0742248273602597,0.250304187470336,0.311,0.28,1
"Tcp1",0.0742983030903342,-0.146109686174712,0.285,0.319,1
"Fkbp5",0.0743987064268709,0.287605938352405,0.213,0.185,1
"Dctn5",0.0744264133500514,0.242229341685275,0.178,0.151,1
"Rangrf",0.0744334443118892,0.523629770727643,0.054,0.039,1
"Vezf1",0.0745028082114328,-0.30544430364575,0.195,0.222,1
"Irf9",0.0746165666201583,0.137921109682197,0.441,0.405,1
"Tagln2",0.0747295503193926,0.122280171481907,0.714,0.676,1
"Abcf2",0.0748544804286124,0.29220517292422,0.119,0.096,1
"Zfp831",0.0748892761259927,0.198144310976068,0.217,0.188,1
"Cenpb",0.0749837543589753,0.235420457915306,0.191,0.164,1
"Slc35d2",0.0749850219490507,0.431612407142894,0.065,0.048,1
"Chpt1",0.0750746812041979,-0.422392608213531,0.036,0.052,1
"Bloc1s1",0.0751107112718127,-0.311120626036776,0.1,0.123,1
"Cenpl",0.0752080311461019,0.32496459179927,0.122,0.099,1
"Smim27",0.0752171566511971,0.481222855362125,0.048,0.034,1
"Mettl17",0.0752331944938426,0.520789259786623,0.041,0.028,1
"Rbm7",0.0752484337795623,0.113771208843899,0.367,0.328,1
"Eif2d",0.0752869392570624,0.340759486838451,0.157,0.133,1
"Arpc2",0.0753715072993469,0.121518109671807,0.66,0.634,1
"Fbxl5",0.0754138606099274,0.201981159576314,0.236,0.206,1
"Dusp19",0.0756466896796625,0.569912999996468,0.047,0.033,1
"Tmem208",0.0756515151772805,0.26020895537962,0.198,0.171,1
"St3gal1",0.075674302887659,0.311332533672243,0.199,0.173,1
"Slc35f6",0.0757048496660957,0.275649942318342,0.11,0.088,1
"Rft1",0.0758806660481834,0.452076509702609,0.054,0.039,1
"Dhx37",0.075940829642462,-0.387982577427701,0.074,0.094,1
"Camsap1",0.0760184759547887,-0.652260150112126,0.019,0.03,1
"Ppp1r21",0.076061202212188,-0.330332055224764,0.068,0.088,1
"Gabpb2",0.0760622527098499,0.323434358263504,0.166,0.141,1
"Calcoco1",0.0761549249400978,0.228180497775774,0.129,0.105,1
"Hgs",0.0762672634931805,0.160677212615454,0.237,0.204,1
"Tex10",0.0763405702209115,-0.255429483989932,0.169,0.197,1
"Zfp420",0.0763757278560692,0.76402051601735,0.031,0.02,1
"Zbtb42",0.0764427564234588,0.365919865952895,0.111,0.09,1
