"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Vps37b",1.8543060708112e-26,-0.687722056027686,0.794,0.897,2.22702159104425e-22
"Il7r",2.53851336659812e-23,0.748121176259803,0.612,0.416,3.04875455328435e-19
"Il2ra",6.63042919799204e-21,0.652491745374359,0.799,0.639,7.96314546678844e-17
"Sv2c",2.89789753464682e-19,0.723866739428858,0.525,0.347,3.48037493911083e-15
"Tpt1",4.16942629359959e-19,-0.321451415868002,0.97,0.983,5.0074809786131e-15
"Serf2",1.34746562329987e-18,-0.61633449077438,0.368,0.552,1.61830621358315e-14
"Nr4a3",7.45417546248694e-18,-0.569599101019818,0.524,0.681,8.95246473044681e-14
"Icos",1.21756890559326e-17,0.408611702617359,0.963,0.939,1.46230025561751e-13
"Eef1a1",3.44826211645996e-17,-0.309838425626148,0.992,0.999,4.14136280186842e-13
"Ly6a",3.65421655243821e-17,0.395597184170888,0.951,0.938,4.38871407947829e-13
"Mdfic",2.11341251709133e-16,0.851034269313591,0.456,0.311,2.53820843302669e-12
"Tnfrsf4",3.56564048791852e-14,0.373318530395302,0.934,0.856,4.28233422599014e-10
"Nr4a2",1.20371158933243e-12,-0.737052702636855,0.311,0.438,1.44565761878825e-08
"Ccr2",2.31356409080174e-12,0.718405995097984,0.395,0.261,2.77859047305289e-08
"Junb",3.37788330210613e-12,-0.374206395976725,0.85,0.897,4.05683784582946e-08
"Jcad",1.82005452920525e-11,1.56060096648078,0.138,0.06,2.18588548957551e-07
"Ly6e",3.1157154844189e-11,0.254278768175416,0.979,0.976,3.7419742967871e-07
"Gramd2b",4.81692374672253e-11,-0.635120274370233,0.45,0.559,5.78512541981375e-07
"Tnfrsf18",5.00010940013688e-11,0.285807383729454,0.925,0.875,6.00513138956439e-07
"Klrg1",6.89445055476648e-11,0.664015194323024,0.353,0.232,8.28023511627454e-07
"Zfp36l2",1.43357453674206e-10,0.452484684847754,0.819,0.747,1.72172301862721e-06
"Ahnak",4.63074742079712e-10,0.371597226127857,0.827,0.752,5.56152765237734e-06
"Coq10b",4.67226526450733e-10,-0.557801243124123,0.41,0.52,5.61139058267331e-06
"Gna13",7.95426669576191e-10,-0.279790183041139,0.874,0.925,9.55307430161006e-06
"Tmsb10",8.79447428045528e-10,-0.271760530533566,0.881,0.907,1.05621636108268e-05
"Jund",1.37207799845822e-09,0.246579644399147,0.98,0.965,1.64786567614833e-05
"Itgav",2.24830003636303e-09,0.324630773538921,0.876,0.795,2.700208343672e-05
"Cd44",2.38982174354198e-09,0.399248821348395,0.735,0.647,2.87017591399391e-05
"Hif1a",2.58303796140456e-09,0.293048368947351,0.825,0.73,3.10222859164688e-05
"Tpm4",2.91265790414968e-09,-0.316301273713659,0.817,0.861,3.49810214288376e-05
"Il21r",3.0989369429577e-09,-0.420659640989076,0.672,0.735,3.7218232684922e-05
"Havcr2",4.67063684704288e-09,0.577874532800265,0.463,0.357,5.6094348532985e-05
"Tnfrsf9",6.47305271244408e-09,0.31601176443837,0.908,0.854,7.77413630764534e-05
"Ttc39c",6.71794410210115e-09,0.394022271520537,0.579,0.448,8.06825086662348e-05
"Fth1",7.70620880552943e-09,-0.235776189885279,0.926,0.958,9.25515677544084e-05
"mt-Atp8",1.61561584303385e-08,-0.250864269522926,0.711,0.781,0.000194035462748366
"Ccnd3",2.85235872978138e-08,0.569083626566964,0.406,0.304,0.000342568283446743
"Ddit4",3.82889343877469e-08,0.397408358316985,0.699,0.596,0.00045985010199684
"Atp6-ps",5.88154513825544e-08,-0.26125031762868,0.683,0.751,0.000706373571104478
"Plxnd1",7.77236887980493e-08,0.593191287004923,0.31,0.216,0.000933461502464572
"Sytl2",1.0881270759145e-07,0.457034229498577,0.402,0.297,0.00130684061817332
"S1pr1",1.32069965346943e-07,-1.34527123899961,0.159,0.237,0.00158616028381678
"Abhd2",1.36220941090145e-07,0.434080080408763,0.466,0.366,0.00163601350249264
"H3f3b",1.4357741715322e-07,-0.242015616000501,0.9,0.923,0.00172436478001018
"Txnip",1.52744743877104e-07,0.529013459504429,0.526,0.43,0.00183446437396402
"Gzmb",1.98893333619001e-07,0.497227118626041,0.527,0.43,0.0023887089367642
"H2-D1",1.99091136700554e-07,0.337469648820425,0.69,0.625,0.00239108455177366
"Rnf157",2.05940176465561e-07,0.571456069347345,0.368,0.277,0.00247334151935139
"Gimap9",2.08255056346888e-07,0.422798717180364,0.479,0.377,0.00250114322672613
"Tsc22d3",2.21703655055708e-07,0.349803683622938,0.586,0.481,0.00266266089721905
"Glrx",2.58383887593985e-07,0.361542339574053,0.717,0.647,0.00310319049000376
"Cflar",2.69179794482622e-07,0.634279840923358,0.237,0.154,0.00323284933173629
"Itgb3",3.10630132608778e-07,0.666416658744324,0.327,0.238,0.00373066789263143
"Gimap1",4.23356185287717e-07,0.427545503533259,0.527,0.435,0.00508450778530548
"Rab1a",6.27091570017927e-07,-0.293507537570768,0.577,0.656,0.0075313697559153
"Naca",6.83105462869031e-07,-0.310703651283304,0.6,0.679,0.00820409660905706
"Igfbp4",7.37857144701411e-07,-2.14266701181113,0.032,0.08,0.00886166430786394
"Tdrp",1.05359872928649e-06,-2.10431683882178,0.012,0.047,0.0126537207387308
"Srgn",1.13905577279233e-06,0.19949931028498,0.979,0.976,0.0136800598312359
"Tox",1.14734833964571e-06,-0.418990826300491,0.514,0.577,0.0137796535591449
"Actn1",1.62961918263044e-06,-0.75339260859737,0.126,0.198,0.0195717263833915
"Clec2d",1.79926115782735e-06,0.29919719695283,0.673,0.572,0.0216091265055065
"Rbpj",2.05844933087492e-06,0.307686600367434,0.672,0.582,0.0247219764638078
"Ccnd2",2.07975459772452e-06,0.336787719768201,0.682,0.601,0.0249778527186715
"Cystm1",2.56688276501795e-06,0.549373711057524,0.257,0.179,0.0308282620078656
"Arl5a",2.6384517571973e-06,0.296693188974906,0.679,0.602,0.0316878056039396
"Cep85l",2.78315837035943e-06,0.365221417548201,0.433,0.343,0.0334257320280168
"Myo10",3.00315310240131e-06,0.798879273229001,0.155,0.093,0.0360678687598397
"Klf6",3.01970429180146e-06,0.283734679442811,0.775,0.711,0.0362666485445355
"Baz1b",3.12996552443111e-06,0.465623041540557,0.326,0.243,0.0375908859484177
"Cyp51",3.17623333150719e-06,-0.599585610119883,0.144,0.22,0.0381465623114013
"Cysltr2",3.18000082649293e-06,0.374693978390245,0.463,0.372,0.0381918099261801
"Tma7",3.31856474638481e-06,-0.351797843620033,0.527,0.595,0.0398559626040815
"Skil",3.70709726925378e-06,-0.262473663236716,0.732,0.788,0.0445222382037379
"H2-K1",4.84741822391911e-06,0.12998789241832,0.998,0.996,0.0582174928692685
"Prdm1",4.88187330617351e-06,0.437625353405069,0.359,0.275,0.0586312984071438
"Ctsw",5.26179872325771e-06,-0.597987328348205,0.184,0.263,0.0631942026663251
"Acsbg1",5.53364087677258e-06,0.538709818563508,0.264,0.187,0.0664590269300386
"Insig1",5.6909084500096e-06,-0.499864034237562,0.239,0.322,0.0683478104846153
"Wnk1",5.96374220046841e-06,0.187347556569737,0.949,0.919,0.0716245438276256
"B2m",6.31286088176423e-06,-0.127408415327285,0.985,0.995,0.0758174591899884
"Homer1",6.37154189140906e-06,-0.616440403856018,0.205,0.283,0.0765222181158229
"Cbarp",7.14241386354172e-06,-0.6662075082931,0.212,0.289,0.085780390501136
"Srp14",7.1747668635547e-06,0.47716749066544,0.325,0.244,0.0861689500312919
"H2-Q6",7.2203118265392e-06,0.198735500072659,0.918,0.882,0.0867159450367358
"H2-Aa",7.49531793385725e-06,-1.44838781674648,0.049,0.098,0.0900187683856256
"Rgs2",7.66711544383991e-06,-0.293616744223195,0.667,0.753,0.0920820564805174
"Rack1",8.96030663403686e-06,-0.275208797421737,0.619,0.694,0.107613282674783
"Max",9.06251729159216e-06,0.457600556174246,0.464,0.39,0.108840832672022
"Cd164",9.32410092718964e-06,-0.242542793754002,0.704,0.76,0.111982452135548
"Psme2",1.00970369594592e-05,0.331635940714451,0.613,0.542,0.121265413883105
"Npm1",1.03766202261105e-05,-0.268413799838514,0.461,0.54,0.124623208915587
"Foxp3",1.28238437366844e-05,0.275218466399629,0.693,0.618,0.154014363277579
"Itgb1",1.49672226665642e-05,-0.547923490297391,0.311,0.394,0.179756344225437
"Gsdmd",1.70857135490863e-05,0.426820809319507,0.352,0.273,0.205199419724527
"Ccdc88c",1.72598913343253e-05,0.351435746062511,0.423,0.338,0.207291294925246
"Nr4a1",1.90285050383578e-05,-0.301793320701402,0.596,0.67,0.228532345510678
"Ifrd1",1.91946576134429e-05,-0.238933795518552,0.741,0.791,0.230527837937449
"Diaph1",2.04757206398951e-05,0.291999294216644,0.6,0.518,0.245913404885141
"Slc15a3",2.12816396283857e-05,0.2372062080584,0.602,0.513,0.255592491936912
"Ube2b",2.2242231310378e-05,-0.218255974045262,0.763,0.813,0.26712919803764
"Lef1",2.26136314419877e-05,-1.31017244858436,0.123,0.181,0.271589713618272
"Gjb2",2.37020151877281e-05,-0.678047483681728,0.127,0.189,0.284661202404614
"mt-Co2",2.41040057145226e-05,-0.147231088306974,0.738,0.8,0.289489108631417
"Malt1",2.41252999246931e-05,0.311759800061182,0.623,0.552,0.289744852095564
"Eif4g2",2.79831441563345e-05,-0.191460817204006,0.727,0.778,0.336077561317577
"Ctsz",2.84712820726132e-05,0.355552440898363,0.524,0.443,0.341940097692084
"Hspa8",2.86046333139398e-05,-0.187467369308448,0.814,0.849,0.343541646100417
"Plec",2.95162767500579e-05,0.278723320411414,0.623,0.544,0.354490483768195
"Gna15",2.96185571434979e-05,0.346314447115885,0.343,0.261,0.35571887129341
"St8sia6",3.07917598442311e-05,-1.91715729996311,0.009,0.035,0.369809035729215
"Lmna",3.11494442406633e-05,0.3496432753446,0.577,0.494,0.374104825330366
"Niban2",3.13118398171773e-05,0.774004604589972,0.14,0.088,0.3760551962043
"Niban1",3.25270225611722e-05,0.293128734213611,0.598,0.516,0.390649540959678
"Ncl",3.41805789260135e-05,-0.256206329759512,0.467,0.546,0.410508752901423
"Ccr1",3.66814313636308e-05,1.45207650970261,0.058,0.025,0.440543990677206
"Sema6d",3.9656435620663e-05,-0.895846793717698,0.043,0.086,0.476273791804163
"Acsl3",3.98720800183414e-05,-1.31345823666037,0.043,0.085,0.478863681020281
"Trib2",4.12609140179468e-05,-0.745018692905173,0.176,0.241,0.495543577355541
"Maf",4.53680364666188e-05,0.220371641023124,0.746,0.651,0.544870117964092
"St3gal4",4.58393009993553e-05,0.473292995612305,0.225,0.159,0.550530005002257
"St8sia1",4.59140935782819e-05,-1.38191353885846,0.017,0.047,0.551428263875166
"Map3k1",4.66712973510279e-05,-0.298978015191752,0.56,0.614,0.560522281185845
"Irak2",4.69888249302653e-05,0.399609089808474,0.419,0.337,0.564335787412486
"mt-Co3",4.9296037603582e-05,-0.183777555987143,0.533,0.611,0.59204541161902
"Dynlt5",4.95675687982266e-05,1.15417164402176,0.078,0.039,0.595306501266701
"Vim",4.97156613435933e-05,0.305172706428608,0.936,0.93,0.597085092736556
"Mdn1",4.97311759851447e-05,-0.807986329599894,0.068,0.117,0.597271423581588
"Rcsd1",4.98974036088616e-05,0.366500777996535,0.448,0.374,0.599267817342428
"Bmf",5.03710199172289e-05,-1.09335762683191,0.029,0.066,0.604955949205919
"Pkn1",5.04833820050421e-05,0.279895534319929,0.587,0.512,0.606305417880555
"Cd52",6.05747327100996e-05,-0.190896974362418,0.918,0.93,0.727502539848296
"Tmem135",6.07089484474907e-05,0.437164800298681,0.303,0.23,0.729114470854364
"Cpd",6.07820853455939e-05,0.493364718193241,0.24,0.175,0.729992845000583
"H2-Ab1",6.17158536028008e-05,-1.03204530151172,0.056,0.1,0.741207401769638
"Ccr7",6.21166579349706e-05,-0.398258638921542,0.287,0.361,0.746021061798997
"Rgs14",6.22464575701291e-05,0.758407749538953,0.105,0.06,0.747579955417251
"Lamc1",6.24768593157828e-05,0.356728633115128,0.568,0.497,0.750347080382552
"Saraf",7.27735713621636e-05,-0.397061882455072,0.565,0.629,0.874010592059584
"Klf3",7.71524330788983e-05,-1.23488570452094,0.067,0.113,0.926600721277569
"Il12rb1",9.14055605110341e-05,0.417081088346405,0.305,0.237,1
"Arpc3",9.60947277284226e-05,-0.234283662477445,0.568,0.642,1
"Cd55",9.87956373103863e-05,-1.13288599101855,0.041,0.08,1
"Oaz1",0.000101642022139405,0.3585898808245,0.372,0.301,1
"Stat4",0.000104717417943934,-0.283387059298365,0.438,0.517,1
"Aopep",0.0001056468169744,0.430299567307358,0.231,0.166,1
"Sub1",0.000106556671939562,-0.337976642522056,0.456,0.525,1
"Lag3",0.000110711772568191,0.347452223439019,0.603,0.545,1
"Gimap8",0.000111142962683243,0.258318670393139,0.587,0.51,1
"Taf4b",0.000113725935763334,-0.722221623432793,0.147,0.206,1
"Prr13",0.000117843404767452,0.274044706928345,0.489,0.412,1
"Paip2",0.000124053025998951,-0.228504534794309,0.699,0.75,1
"Arih2",0.000125762698160899,0.35351267521902,0.379,0.307,1
"Atp2b1",0.000126858696560651,0.229684088366161,0.555,0.47,1
"Apaf1",0.000128497551341066,0.216349449864551,0.595,0.507,1
"Jak1",0.000129261005283729,-0.256327842841662,0.719,0.753,1
"Rflnb",0.000132699632283923,-1.86985158518475,0.01,0.034,1
"Phc3",0.000133801249072732,0.343587551873542,0.413,0.344,1
"H2-M3",0.000138850433761471,0.391534967767559,0.352,0.286,1
"Iqgap2",0.000139805395460765,0.426081301169665,0.285,0.216,1
"Anxa11",0.00014169076929855,0.259431431760213,0.652,0.582,1
"Vcpkmt",0.000145058393969348,0.415263844084882,0.354,0.288,1
"Elf1",0.000147369525784544,-0.24306890876897,0.739,0.762,1
"Btf3",0.000156490545135174,-0.228166494451656,0.553,0.616,1
"Col6a1",0.000158857443558356,-0.980882897573497,0.036,0.072,1
"Mpeg1",0.000159192328129359,-1.30281099246086,0.021,0.05,1
"Srxn1",0.000162833852855903,0.577607391786468,0.239,0.181,1
"Zc3h4",0.000168703491525747,0.480484924888363,0.275,0.213,1
"Itm2c",0.000170778521656994,0.152446032245055,0.829,0.762,1
"Supt20",0.000178486875390147,0.276918858489054,0.424,0.349,1
"Klc1",0.000180687165349817,0.346281845680013,0.414,0.339,1
"Rhog",0.000183111393155447,0.26562396488177,0.612,0.537,1
"Polr2c",0.000184673564111127,0.534538669894582,0.153,0.102,1
"Evl",0.000196916010718829,-0.65644794707556,0.106,0.157,1
"Zfp36l1",0.000199907031897125,0.280613945457947,0.683,0.643,1
"Gnpat",0.000200292660414636,0.372023258136574,0.282,0.214,1
"Ddx17",0.000203335093882899,0.226272115847443,0.614,0.535,1
"Mapre2",0.000206801069045817,0.385273139018363,0.317,0.253,1
"Bcap31",0.000210986709236697,0.319102644433189,0.422,0.351,1
"Fgl2",0.000211077731962715,0.206567597061667,0.621,0.538,1
"Trbv17",0.000213980330515053,-2.49817045510029,0.006,0.026,1
"Etnk1",0.000215327617904819,-0.306027851521747,0.476,0.544,1
"Camk2n1",0.000217461677795965,0.713404593586,0.127,0.081,1
"Tmed8",0.000218321860177763,0.622961068906195,0.164,0.113,1
"Casp8",0.000223345351300439,0.358362074880415,0.343,0.275,1
"Ficd",0.000231874071847936,1.03703901042377,0.056,0.027,1
"Sfpq",0.000232387608297345,-0.286571527850643,0.533,0.595,1
"Tcf7",0.000233527748302874,-0.688195217725327,0.068,0.112,1
"Adam19",0.000236812454108198,0.506524293724986,0.222,0.164,1
"Sirt7",0.000238101739732348,0.403659380651906,0.247,0.186,1
"Pcsk1",0.000239193738236595,1.19573675644282,0.068,0.035,1
"Hcls1",0.000241723037275234,0.15636293303636,0.854,0.801,1
"Med14",0.000242103199550472,-0.53347233399985,0.237,0.297,1
"Akna",0.000246436175462945,0.172767680261309,0.69,0.608,1
"Jmy",0.000250425726594448,-0.573653765390808,0.278,0.339,1
"Ucp2",0.000254095307558392,-0.174169672420007,0.916,0.93,1
"Acap1",0.000266633021083568,0.278237975425992,0.538,0.466,1
"Wdr83",0.000272615051407173,0.751636791561518,0.091,0.053,1
"Laptm4b",0.000278704091598564,0.668651604443743,0.118,0.075,1
"Gpr55",0.000281813052847361,0.390377523747216,0.373,0.306,1
"Pou6f1",0.000284528001370519,-1.2641305242968,0.023,0.052,1
"Arf1",0.000284552070158109,-0.257767741464508,0.495,0.561,1
"Ndufa13",0.000287083126451766,0.254306986811559,0.611,0.546,1
"Fmnl1",0.000292881047355542,0.217085916486539,0.793,0.727,1
"Slc7a5",0.000301006525081224,-0.541228837723382,0.157,0.213,1
"Sik1",0.000301789748144443,-0.22946665904648,0.615,0.679,1
"Psen2",0.000303364974529043,0.272606820507947,0.486,0.415,1
"Endod1",0.000307446238881574,0.54097701429154,0.202,0.147,1
"Abcb1a",0.000307812136039858,0.408237898769085,0.356,0.291,1
"Igtp",0.000314043747528263,0.26318834813775,0.679,0.621,1
"Eif2ak1",0.000315427793687509,0.479662341374509,0.221,0.164,1
"Dusp16",0.000323489183198585,0.375641912240859,0.332,0.266,1
"Cyb5a",0.000324181991985075,0.286225769767554,0.406,0.335,1
"Pak1",0.000369236494907863,-1.57345858240453,0.01,0.032,1
"Cybb",0.000375081122386861,-0.547923490297391,0.086,0.133,1
"Nfat5",0.000381002942586197,0.335606999072848,0.381,0.312,1
"Itpkb",0.000387368373244293,-0.235539168080899,0.613,0.666,1
"Rab3ip",0.00038880859786767,-0.390740157746661,0.344,0.404,1
"BC017158",0.000400126628205357,1.22968408836616,0.044,0.019,1
"Metrnl",0.000403618245319364,0.390015541570358,0.31,0.247,1
"Tbc1d30",0.000404644252497021,0.378511415017954,0.321,0.257,1
"Eif5a2",0.000410046019201576,0.811157603007438,0.103,0.064,1
"Cd81",0.000411213454309886,0.286461280071418,0.459,0.393,1
"Vps8",0.000419642690305653,0.578608915631541,0.12,0.077,1
"Arhgef3",0.000444483417857577,-0.516014242342647,0.236,0.295,1
"Inpp1",0.000451139108836718,-0.411861940721363,0.197,0.257,1
"Ebi3",0.000454893652633409,0.487265938164909,0.238,0.181,1
"Ctla2a",0.000459841101149293,0.642349620075377,0.307,0.247,1
"Socs2",0.000469007891733052,0.522811021239843,0.154,0.105,1
"Dctn1",0.000473517219009905,0.436646469133003,0.239,0.182,1
"Exoc4",0.000481837359092045,0.372223202013394,0.354,0.289,1
"Cnih2",0.00048392148976642,1.49647062906106,0.03,0.011,1
"Cd200",0.000505497410653322,0.944357007913913,0.131,0.088,1
"Capn2",0.000519252655359911,0.246375278934767,0.486,0.415,1
"Zftraf1",0.000534418520167783,0.565605455333023,0.162,0.114,1
"Rgs16",0.00056099493783111,-0.371215860689488,0.56,0.607,1
"Arhgdib",0.000561235485961893,-0.162044738903207,0.826,0.86,1
"Ecm1",0.00056400265224965,0.426081301169665,0.199,0.146,1
"Csk",0.00058417056256855,0.270184488057088,0.479,0.415,1
"Etv3",0.000584581706915619,-0.55288974319074,0.12,0.171,1
"Ptms",0.000600108184190998,0.299498751824194,0.594,0.539,1
"Wipf1",0.000603770596614971,0.168754001508837,0.685,0.628,1
"Ski",0.000604994883928841,-0.286151837315232,0.578,0.625,1
"Bcl2l1",0.000606455504849812,0.220184827440278,0.712,0.639,1
"mt-Nd5",0.000611420501188237,-0.26294653158292,0.306,0.37,1
"Dusp10",0.000638036950934922,-0.443291882360007,0.574,0.619,1
"Adipor2",0.000641979221877792,0.254565676588398,0.391,0.322,1
"Nup98",0.000644489219165896,-0.335529724987063,0.451,0.513,1
"Adgre5",0.000648957916019143,0.238838417104072,0.66,0.61,1
"H2-Q7",0.000653120802692137,0.121043710172662,0.99,0.986,1
"Igflr1",0.000666298380511378,0.465073850231482,0.301,0.245,1
"Ap3b1",0.000678199994993562,0.307406728070481,0.653,0.604,1
"Ift80",0.000686933573270282,0.433217482451294,0.19,0.139,1
"Cdc42",0.000689352370616887,-0.133137616560458,0.811,0.824,1
"Ythdf1",0.000690469817250096,-0.445888856126426,0.197,0.254,1
"Golga7",0.000715337129139822,0.33642453666004,0.423,0.361,1
"Jdp2",0.000715452948812091,0.35304713376731,0.348,0.288,1
"Abhd12",0.000730227810394851,0.376127656469311,0.324,0.265,1
"Kcna4",0.000735120006810496,0.790492727378541,0.071,0.039,1
"Xcl1",0.000739248997697176,-0.766228954110596,0.018,0.042,1
"Sgpl1",0.000742998970699993,0.34589932014658,0.324,0.263,1
"Flnb",0.000752830280427823,0.266273128290539,0.49,0.425,1
"Rbm3",0.000760651281322741,-0.266684489086006,0.438,0.502,1
"Sytl3",0.000767228927916499,0.459012556912986,0.263,0.207,1
"Cdca4",0.000767394989696867,0.412548145515972,0.193,0.142,1
"Lfng",0.000773470050340169,0.333209720030782,0.581,0.533,1
"Dnajc1",0.000780223437694429,0.285827166403695,0.32,0.255,1
"Znrf2",0.000780831528962642,-0.346363687547247,0.366,0.427,1
"Kcnab2",0.000788223241582769,-0.339790169442919,0.351,0.41,1
"Tmbim1",0.000798342562749902,0.365751709878237,0.283,0.225,1
"Frmd5",0.000805906236418417,1.42510946210234,0.038,0.016,1
"Men1",0.000806172654158833,0.700897056316702,0.092,0.057,1
"Rxra",0.000812251937165879,0.655290829355192,0.117,0.077,1
"Bpnt1",0.000817372815307369,-0.484992234570934,0.111,0.159,1
"Trp53",0.000851685742911955,0.424293353189071,0.282,0.227,1
"Cd96",0.00085219242436547,-0.46248801379133,0.143,0.195,1
"Cd2",0.000853993705271971,0.103823801289459,0.975,0.967,1
"Pja1",0.000855925463284094,-0.537197083704332,0.11,0.157,1
"Ralb",0.000858587171861553,0.668887898775758,0.08,0.047,1
"Arnt2",0.000864411397174404,0.415014415481064,0.188,0.138,1
"Tbc1d2b",0.000875487890176833,0.332187774195528,0.312,0.251,1
"Limd2",0.000891970582948838,-0.160453487549804,0.73,0.778,1
"Fancf",0.000892335492096992,0.489714167065975,0.186,0.137,1
"Adam9",0.000905628024203596,0.317891162308212,0.361,0.297,1
"Zfp53",0.000948701211149083,0.260220868190794,0.321,0.258,1
"Fam185a",0.00095233828424031,0.694437347271653,0.087,0.053,1
"Sem1",0.00102876618824576,0.203688879833217,0.396,0.326,1
"Phlpp1",0.00103034002882413,0.353251348375309,0.427,0.367,1
"Nbr1",0.00104231619355602,0.460588009558127,0.157,0.111,1
"Mob3c",0.00104277595865544,1.06505338659336,0.046,0.022,1
"Psme2b",0.00105725707890785,0.27538653740609,0.408,0.344,1
"Ndrg1",0.00110041065069071,0.367983069795257,0.418,0.361,1
"Hsf2",0.00110415776571311,0.423648101376092,0.164,0.117,1
"Plxdc1",0.00111994379531151,1.35254083615169,0.026,0.009,1
"Gsap",0.00113277646390903,0.50321535869441,0.171,0.124,1
"Grn",0.00114174605663985,0.316940432079343,0.358,0.297,1
"Ifngr2",0.00114439549515635,-1.26708626194384,0.075,0.112,1
"Zfyve16",0.00115281060176739,0.381858513091133,0.281,0.225,1
"Arf6",0.00115720209920009,0.173650053451833,0.753,0.685,1
"Arhgap27",0.00118873338856049,0.485551214253698,0.182,0.134,1
"Furin",0.00119861302791896,0.440927342616379,0.468,0.405,1
"Cd9",0.00120968639896339,-0.534452850499942,0.196,0.25,1
"Klhl6",0.00124331788496422,-0.762662339090403,0.075,0.113,1
"Stat3",0.00124453418839281,-0.168689661889532,0.843,0.851,1
"Fau",0.00124771284054715,-0.13004570376637,0.924,0.938,1
"Mcrs1",0.00124979453523339,0.476598828836678,0.164,0.118,1
"Hnrnpa1",0.00126916991100786,-0.20277008513105,0.551,0.608,1
"Kctd9",0.00128630595479232,0.421488189869186,0.221,0.169,1
"Ergic2",0.00130614645169189,0.417806607617863,0.188,0.14,1
"Ormdl3",0.00132334596020261,0.674468931039057,0.119,0.08,1
"mt-Cytb",0.00132494047420614,-0.224047123620507,0.375,0.436,1
"Smarca5",0.00133469389248104,-0.329474656949647,0.399,0.451,1
"Trbv16",0.00133571415301937,0.376975054461891,0.057,0.03,1
"Rac1",0.00133647636620386,0.311632376766098,0.333,0.273,1
"Rasgrp2",0.00134360100202564,-0.89899793084427,0.076,0.113,1
"Fam110a",0.001344987841044,0.209041754285941,0.618,0.546,1
"Plp2",0.00135184856447172,0.283135275799875,0.435,0.378,1
"Tacc2",0.00135714829010961,-1.48652294563325,0.011,0.03,1
"Ppp2r5a",0.00136663558795882,-0.292318618643217,0.46,0.519,1
"Aff1",0.00143106340292241,-0.34736357667414,0.424,0.473,1
"Antkmt",0.0014410298889052,0.400443741287287,0.217,0.166,1
"Paxbp1",0.00144636458268785,0.471705316451542,0.306,0.257,1
"Frat2",0.00145810169688092,-0.642250872845544,0.064,0.1,1
"Bicd2",0.00148542187325144,0.343629782244299,0.233,0.179,1
"Ifi27l2a",0.0014936598301232,0.188701564497261,0.937,0.918,1
"Trappc14",0.00150431256318894,0.42720184106358,0.204,0.155,1
"Nol7",0.00152315378195186,0.31512883070657,0.351,0.295,1
"Pced1a",0.00154885912656778,0.78465184878948,0.085,0.053,1
"Sla2",0.00155379908309872,-0.334301278588675,0.237,0.295,1
"Gpx1",0.00158863927193737,0.299085607221441,0.5,0.443,1
"Arf5",0.00160404644801877,0.202766130392658,0.579,0.514,1
"Rras2",0.00161857147862346,-1.01999193461261,0.119,0.161,1
"P2ry10",0.00163921055296289,-0.211824029727373,0.767,0.797,1
"Rnase4",0.00164149300409637,0.479557246124716,0.094,0.06,1
"Abca1",0.00164542982761673,0.851683968411848,0.055,0.029,1
"Mif4gd",0.00165994653460389,-0.252184919390891,0.543,0.596,1
"Cst7",0.00167817782821313,0.250869418256789,0.555,0.501,1
"Ppp6r3",0.00168653136466699,-0.22783439507381,0.411,0.483,1
"Nfkbib",0.00168924204826032,0.318466902057165,0.431,0.373,1
"Unc119b",0.00171534867975051,0.3684185806557,0.293,0.237,1
"Mettl4",0.00175358368161774,-0.719984236083694,0.066,0.102,1
"Pde3b",0.00175396560061396,-0.980034502935176,0.046,0.077,1
"Gdi2",0.00176538662767988,-0.217006612182774,0.612,0.648,1
"Ntaq1",0.00179660293297082,-0.354385931633128,0.18,0.233,1
"Slc35c2",0.00181276779628686,0.604079603147659,0.107,0.071,1
"Babam2",0.00183174238753442,0.427244656722674,0.236,0.185,1
"Crlf2",0.00183484587137913,0.302500153652099,0.351,0.295,1
"Isg20",0.00184434828639466,0.192331847617228,0.613,0.556,1
"Rhoa",0.00185636133571918,0.189042103868815,0.528,0.463,1
"Mtmr3",0.00187917183482054,0.325778440660555,0.34,0.285,1
"Hnrnpa2b1",0.00191738488131732,-0.168115701347131,0.744,0.768,1
"Sar1b",0.00194853661787439,0.246035838391171,0.369,0.31,1
"Parp4",0.00195606625677049,0.299661276548746,0.285,0.228,1
"Kif5b",0.00199471607610534,-0.241347657770336,0.456,0.52,1
"Usp53",0.00200637927781446,0.679145418248531,0.088,0.056,1
"Klf2",0.00201477584941072,-0.38236698588221,0.376,0.433,1
"Trpv2",0.00202189858103524,0.367078856694772,0.29,0.236,1
"Rabgap1l",0.00204283477862791,0.166020748341806,0.776,0.73,1
"Scrn3",0.0020634258804237,1.0895064303179,0.037,0.017,1
"Srek1ip1",0.00212945063042399,0.751636791561517,0.092,0.06,1
"Tsc22d4",0.0021344629519205,0.442798696114598,0.251,0.202,1
"Cmip",0.00220728366972766,0.192505959172387,0.685,0.628,1
"Agpat4",0.00220932772389966,0.403000518005183,0.229,0.179,1
"AI467606",0.00221306585549776,0.48712345680181,0.192,0.147,1
"Zfp148",0.00222088785005333,0.514360787956952,0.133,0.094,1
"Abhd4",0.0022285159589272,0.436222558501772,0.16,0.117,1
"Arf4",0.00223599535692752,-0.264540439071794,0.584,0.624,1
"Slamf1",0.0022452934172273,0.296303070528957,0.339,0.28,1
"Myo1g",0.00225159937585665,0.213126522107228,0.613,0.548,1
