"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Prkra",0.537838729272,0.279640914238947,0.05,0.043,1
"Tipin",0.537841427242816,0.102633814664004,0.151,0.141,1
"Cd40",0.538380061885453,-0.408415079446312,0.018,0.014,1
"Rxylt1",0.538408868663228,-0.165861865766947,0.102,0.11,1
"Ccdc88a",0.538482122181441,0.385134043086262,0.03,0.025,1
"Opa3",0.538744702971788,-0.179790704398349,0.074,0.082,1
"Fhip2a",0.539269907043982,0.129064113585194,0.261,0.252,1
"Gigyf2",0.539622712497091,-0.201485775497668,0.054,0.06,1
"Mthfd2",0.539844925894422,0.12153762125748,0.191,0.18,1
"Enoph1",0.540046246226923,-0.171922461065009,0.051,0.058,1
"Cd83",0.54030892181023,0.213506582429121,0.279,0.266,1
"Msra",0.540776345785964,0.127637820793899,0.058,0.051,1
"Ipo13",0.541167689418582,0.182779374986359,0.078,0.071,1
"Pcyox1",0.541275818900908,0.262567400880006,0.034,0.029,1
"Slc35g1",0.541461491908639,-0.178608651861194,0.094,0.102,1
"Tubgcp5",0.541656545390759,0.139319625841534,0.083,0.075,1
"Sgsm3",0.541715377058514,0.365797557988663,0.026,0.022,1
"Dlgap5",0.541911964183824,0.522497438135112,0.063,0.057,1
"Tbk1",0.5421901639565,0.10489889649886,0.322,0.313,1
"Terf2",0.542442229670306,0.177542726620212,0.151,0.142,1
"Cpne3",0.542548861020673,-0.264679601984862,0.116,0.124,1
"Fastkd1",0.542686568622135,0.308210066435719,0.022,0.018,1
"Nsdhl",0.542797674056146,0.264822199527403,0.122,0.114,1
"Lztr1",0.543221729990465,0.100670773193629,0.131,0.121,1
"Trpc1",0.543293355598636,0.288918727826958,0.03,0.025,1
"Exoc1",0.543354330265762,-0.13814719605593,0.165,0.175,1
"Sphk2",0.543477420317172,-0.180807044729842,0.054,0.06,1
"Shmt2",0.544205257730099,0.22074722518538,0.122,0.113,1
"Arl16",0.544311565176771,-0.245820574733546,0.029,0.034,1
"Zc2hc1a",0.544426796827467,0.301667220568947,0.026,0.022,1
"Mepce",0.544561409656676,-0.141637525014041,0.202,0.213,1
"Cdca5",0.544614412403618,0.305636122771893,0.03,0.025,1
"Caap1",0.544777441548125,0.141058336556219,0.103,0.094,1
"Sec24b",0.54496264658132,0.127637820793899,0.187,0.177,1
"Trmt10b",0.544971682456737,0.258882354072151,0.03,0.025,1
"Rpusd1",0.545544115700335,-0.165143928433947,0.039,0.044,1
"Araf",0.546016797977731,-0.110999930732429,0.199,0.211,1
"Bclaf3",0.546220204729781,0.116023191891183,0.359,0.343,1
"Dyrk3",0.546906686644516,0.115254096338066,0.039,0.033,1
"Mindy1",0.547072841974597,0.192178072988608,0.05,0.043,1
"Yes1",0.547337627668012,0.208256281002183,0.03,0.025,1
"Cmc4",0.547337627668012,0.208256281002183,0.03,0.025,1
"Cdc26",0.547389968307545,-0.15776439806835,0.096,0.105,1
"Tcaim",0.547613748240001,0.220747225185379,0.026,0.022,1
"Zfp260",0.547793736529071,0.149936487902673,0.177,0.167,1
"Ccdc126",0.547987109406764,-0.18169023731383,0.029,0.034,1
"Pdxp",0.547987109406764,-0.18169023731383,0.029,0.034,1
"Zkscan14",0.548016494631465,0.267040877459315,0.091,0.083,1
"Inpp5f",0.548077835320782,-0.147369226705971,0.094,0.102,1
"Furin",0.548256122792937,0.11723789160264,0.479,0.454,1
"Nipal3",0.548258635577912,-0.142981180267887,0.204,0.213,1
"Gpatch2",0.548352554200316,0.152728801756729,0.109,0.1,1
"Eps15",0.548418700796083,0.14880243079194,0.318,0.313,1
"Ctc1",0.548500830953281,0.292697067064394,0.045,0.04,1
"Peds1",0.548503985687471,0.114303182292288,0.343,0.331,1
"Adh4",0.549067539025478,0.783683419576537,0.012,0.009,1
"Zbtb5",0.549429323843147,0.241505785352178,0.07,0.063,1
"Abcb8",0.549760548463415,0.11204096574288,0.03,0.025,1
"Ppip5k1",0.549775779652298,-0.185245134490457,0.041,0.047,1
"Dnajc10",0.549777267629944,0.130447354380723,0.279,0.27,1
"Magi3",0.550219486369635,0.113832021268867,0.034,0.029,1
"Tmem181a",0.550339470962115,0.117369485340071,0.124,0.114,1
"Gnl1",0.55048939598037,-0.11811859360806,0.249,0.258,1
"Abca1",0.550673705398018,0.146746643741603,0.045,0.04,1
"Ubac1",0.550795622643971,-0.264679601984862,0.015,0.019,1
"Zcchc3",0.550795622643971,-0.264679601984862,0.015,0.019,1
"Fcrl1",0.550795622643971,-0.264679601984862,0.015,0.019,1
"C2cd2",0.550795622643971,-0.264679601984862,0.015,0.019,1
"Rragb",0.550795622643971,-0.264679601984862,0.015,0.019,1
"Scaper",0.551274856976262,0.210831756320297,0.07,0.063,1
"Nmt2",0.551485695213003,0.124449543162851,0.21,0.227,1
"Zfp729b",0.551593037752619,0.118535613686646,0.099,0.091,1
"Coq5",0.552169328980844,0.143067861363504,0.061,0.054,1
"Cep250",0.552335164871982,0.243115038213834,0.074,0.067,1
"Coq4",0.552582926155397,0.405171796322807,0.012,0.009,1
"Il20rb",0.552582926155397,0.405171796322807,0.012,0.009,1
"Specc1",0.552582926155397,0.405171796322807,0.012,0.009,1
"Tmem267",0.552582926155397,0.405171796322807,0.012,0.009,1
"Kctd1",0.552582926155397,0.405171796322807,0.012,0.009,1
"Serpinb6b",0.55269773615796,-0.12067507933313,0.172,0.18,1
"Shc1",0.552739973452893,0.169386803266823,0.18,0.171,1
"Palm",0.553537756760783,-0.149202384564926,0.015,0.019,1
"Mlf1",0.553944259256066,-0.149202384564926,0.029,0.034,1
"Ciao3",0.554812645780606,-0.186022658109864,0.044,0.05,1
"Fahd2a",0.554978812126236,0.118177491544832,0.05,0.043,1
"Faf2",0.55510583643206,0.125169565203149,0.18,0.169,1
"Pbxip1",0.555440163262416,-0.100002678504701,0.228,0.239,1
"Fam220a.1",0.555628964853376,-0.121275476795243,0.096,0.105,1
"Arhgap11a",0.555780626694945,0.182499755828417,0.074,0.067,1
"Mef2a",0.555888095882628,0.157021627574992,0.151,0.142,1
"Tprkb",0.556037091893615,0.147537378231603,0.095,0.087,1
"Hacl1",0.556282163112529,-0.145380673612518,0.022,0.026,1
"Lyn",0.556665826262738,0.139004075743843,0.221,0.21,1
"Dcaf10",0.556885532044069,0.103390274547221,0.142,0.132,1
"Dedd",0.557074198535124,-0.110593194039323,0.136,0.145,1
"Cttn",0.557077242077925,0.333221954443792,0.037,0.032,1
"Nsun6",0.557613278294239,-0.103687725312557,0.056,0.063,1
"Smyd4",0.557768615654326,0.326946629017304,0.037,0.032,1
"Zfp68",0.55891863629725,0.109259291479044,0.143,0.133,1
"Rad54l",0.559081477756127,0.301667220568947,0.037,0.032,1
"Zcchc24",0.559591749109883,-0.374862519735285,0.011,0.014,1
"Nek6",0.559725312726648,-0.383324098483482,0.025,0.029,1
"Fbxo28",0.559909608056522,-0.16642348066052,0.143,0.152,1
"Nfxl1",0.55991167013158,-0.209397166483672,0.05,0.056,1
"Timm23",0.560082719241744,0.135017351159496,0.125,0.116,1
"Rabif",0.560157713205806,-0.142451342573846,0.191,0.201,1
"Prrt1",0.560384408175965,-0.338680183428639,0.025,0.029,1
"Tmem218",0.560734725148292,0.39583393174347,0.033,0.028,1
"Usp10",0.560796239992505,-0.162317884355184,0.095,0.103,1
"Chmp4c",0.560889476242025,-0.287399678484945,0.011,0.014,1
"Zpbp2",0.560889476242025,-0.287399678484945,0.011,0.014,1
"Lbhd1",0.560889476242025,-0.287399678484945,0.011,0.014,1
"Trim5",0.561372725701426,0.177390855990998,0.077,0.07,1
"Ahr",0.561788893796975,0.162827249256198,0.087,0.079,1
"Ormdl3",0.561924756742656,-0.179339932627493,0.129,0.138,1
"Tfb1m",0.562384082873015,-0.296860007734012,0.025,0.029,1
"Tasor2",0.562387548653712,-0.136438618339721,0.208,0.218,1
"Tmem41b",0.562437064311466,-0.113671813885179,0.11,0.119,1
"Zxdb",0.562559209482819,-0.173073788183769,0.172,0.181,1
"Il15ra",0.562771986288226,0.149011471586465,0.107,0.099,1
"Coq9",0.563133223016609,-0.138046163453845,0.087,0.094,1
"Mospd2",0.563268978551929,0.214621122388538,0.059,0.053,1
"Pnma5",0.563299030689338,-0.135396585039896,0.011,0.014,1
"E2f1",0.563868720641533,0.240112550052311,0.037,0.032,1
"Terf2ip",0.564055032021908,-0.224125503634227,0.083,0.09,1
"Hectd2",0.564304283425764,-0.457324679927258,0.018,0.022,1
"Lrrk2",0.564307184075405,-0.293825947644379,0.03,0.025,1
"Sgsm2",0.564387105218955,-0.296860007734012,0.025,0.029,1
"Pop7",0.564398587334976,-0.21475437665318,0.055,0.061,1
"Nars2",0.564411874618061,0.150357897293982,0.041,0.036,1
"Hmgxb4",0.564697646404388,0.185981807024703,0.1,0.093,1
"Iars1",0.564786332693644,0.350030242130346,0.117,0.11,1
"Tnip3",0.564817332318381,-0.146984559315108,0.034,0.04,1
"Zfp444",0.565165851992859,0.139319625841534,0.041,0.036,1
"Mapk7",0.565337097964839,0.220747225185379,0.037,0.032,1
"Gabbr1",0.565356086059472,0.15910259033524,0.213,0.204,1
"Wdr55",0.565683105963259,-0.141822854199328,0.067,0.075,1
"Rnf187",0.56612534336219,-0.125128249586068,0.418,0.426,1
"Gng5",0.566164101052923,-0.106063091081729,0.282,0.293,1
"Stmn1",0.566351367524662,0.312489793812955,0.166,0.159,1
"Spopl",0.566832690029075,0.102102728686761,0.164,0.154,1
"Cep97",0.566981143211419,-0.152470098398837,0.078,0.086,1
"Sgtb",0.567045726621986,0.542675320072743,0.017,0.013,1
"Mtbp",0.567318837050136,0.266157684875326,0.083,0.076,1
"Coa7",0.567534383484502,-0.116287762092191,0.047,0.053,1
"Traf3ip2",0.567613594312908,-0.147195156358163,0.165,0.175,1
"Plbd2",0.567811752459527,0.17116519633482,0.158,0.149,1
"Dnah8",0.568270533362234,0.244994771432057,0.055,0.049,1
"Ifit1bl1",0.568275800613534,-0.290785493324328,0.125,0.134,1
"Zfp119a",0.568294604269301,0.198720918855381,0.094,0.086,1
"Prdm15",0.56881764856244,-0.128701932465887,0.034,0.04,1
"Nsl1",0.569194351714693,0.336224442605316,0.017,0.013,1
"Phf19",0.569194351714693,0.336224442605316,0.017,0.013,1
"Mkks",0.569194351714693,0.336224442605316,0.017,0.013,1
"Snx21",0.569194351714693,0.336224442605316,0.017,0.013,1
"Zfp991",0.569194351714693,0.336224442605316,0.017,0.013,1
"Mxra8",0.569194351714693,0.336224442605316,0.017,0.013,1
"Rilpl1",0.569194351714693,0.336224442605316,0.017,0.013,1
"Tmem238",0.569301935521666,0.164163696819013,0.037,0.032,1
"Rundc3a",0.569301935521666,0.164163696819013,0.037,0.032,1
"Eef2k",0.569530153996048,0.336224442605316,0.029,0.025,1
"Dolk",0.569930499289402,0.127637820793898,0.052,0.046,1
"Zfyve16",0.570300324067842,0.115125209480349,0.27,0.261,1
"Dnajc9",0.570336135778372,0.15474966641114,0.323,0.314,1
"Gpatch4",0.570475987782208,0.464672808071469,0.021,0.017,1
"Ythdc1",0.570909927864153,0.15055475818545,0.355,0.352,1
"Nr2f6",0.571083013681025,-0.234932258590811,0.018,0.022,1
"Gnb1l",0.571083013681025,-0.234932258590811,0.018,0.022,1
"Chst12",0.571332519123674,-0.25599387411864,0.135,0.143,1
"Tmem39a",0.571683661378242,0.197078319291747,0.149,0.14,1
"Selenoi",0.571829271849517,0.141312757690975,0.127,0.118,1
"Trip10",0.572207904181987,0.22074722518538,0.055,0.049,1
"Ebna1bp2",0.57281173509482,0.206533365965679,0.219,0.212,1
"Tmem101",0.572882626282012,0.186531509847467,0.033,0.028,1
"Vegfb",0.572882626282012,0.186531509847467,0.033,0.028,1
"Spice1",0.572924396403832,0.382210647879496,0.021,0.017,1
"Dennd6a",0.57312947557532,-0.20275185284166,0.088,0.095,1
"Nrf1",0.573217737356512,-0.11581621607038,0.133,0.143,1
"Mcm6",0.573652596434651,0.101358495995049,0.417,0.41,1
"Zc4h2",0.574060891435692,-0.135396585039896,0.018,0.022,1
"Ttc28",0.574822196091899,-0.245820574733546,0.028,0.032,1
"Smim8",0.575205621781798,0.167166184980536,0.089,0.082,1
"Rccd1",0.575399810820549,0.294747806629156,0.021,0.017,1
"Usp49",0.575399810820549,0.294747806629156,0.021,0.017,1
"Nrn1",0.575482666153795,-0.217061581752122,0.066,0.073,1
"Arrdc2",0.576322745903067,0.267040877459315,0.025,0.021,1
"Rsph3b",0.576623839794463,0.194752016652435,0.029,0.025,1
"Timm10",0.576856956745292,-0.185245134490457,0.04,0.045,1
"Cyb561a3",0.576946853846842,0.201638402237675,0.107,0.1,1
"Foxo4",0.577060992734506,-0.15776439806835,0.102,0.11,1
"Rhbdf2",0.577127561496247,0.171837624704433,0.073,0.066,1
"Praf2",0.577683895579506,0.105611514463899,0.084,0.076,1
"Prkdc",0.578628016337648,0.194752016652435,0.044,0.039,1
"C2cd5",0.578670849888677,0.187194665474353,0.155,0.147,1
"Btd",0.578690727362605,-0.169522368944522,0.061,0.067,1
"Sirt3",0.578757651031759,0.294747806629156,0.04,0.035,1
"Capn5",0.57904365600532,0.144125943582467,0.029,0.025,1
"Wdr24",0.579242182109205,0.186531509847467,0.062,0.056,1
"Mcm2",0.579335289521238,0.135415171385618,0.224,0.213,1
"Pik3c2a",0.579683557934736,0.136292286104437,0.235,0.227,1
"Krba1",0.580333885516985,0.180105240688034,0.062,0.056,1
"Elovl1",0.580397671396417,-0.108041626132128,0.232,0.243,1
"Msrb1",0.580617781522864,0.237820738544321,0.166,0.16,1
"Mib2",0.581270078795294,-0.127176078234927,0.028,0.032,1
"Fra10ac1",0.581338030480486,0.312377700650948,0.061,0.055,1
"Vwa5a",0.58206075046724,0.258882354072151,0.106,0.099,1
"Ankrd49",0.582139163676282,0.433050828898244,0.043,0.038,1
"Gmcl1",0.582209801369554,-0.106637592058471,0.12,0.128,1
"Arf2",0.582263874180421,0.244770454391896,0.122,0.115,1
"Frmd8",0.582436845718606,-0.121204237872635,0.199,0.209,1
"Arrdc4",0.582528530199029,0.328550514719895,0.074,0.068,1
"Ino80c",0.583584748743702,0.116196880257184,0.183,0.174,1
"Noc4l",0.583618491205383,-0.15776439806835,0.074,0.081,1
"Aurkb",0.583646238728415,0.542675320072743,0.032,0.027,1
"Serpina3f",0.583880965251217,0.177390855990998,0.096,0.089,1
"Gins1",0.584200588916765,0.23455302471041,0.051,0.045,1
"Slc16a3",0.584334001294442,-0.111635227339149,0.436,0.402,1
"N4bp3",0.584643188079689,0.185123315454659,0.04,0.035,1
"Dtwd1",0.58483256336304,-0.276752434285437,0.021,0.025,1
"Pspc1",0.586079372066276,-0.112496182929817,0.294,0.304,1
"Mus81",0.586357947735934,0.184221349160266,0.051,0.045,1
"Ppp4r1",0.586575579872654,0.138285064993407,0.089,0.082,1
"Ska2",0.587158084030389,0.304515582877978,0.047,0.042,1
"Clcn6",0.587210050580323,-0.212212182090727,0.021,0.025,1
"Zfp771",0.587210050580323,-0.212212182090727,0.021,0.025,1
"Zfp764",0.587210050580323,-0.212212182090727,0.021,0.025,1
"Gpx2",0.587210050580323,-0.212212182090727,0.021,0.025,1
"Nek8",0.58788950281831,-0.194290274093464,0.048,0.054,1
"Zfp825",0.588148761680084,0.260275589372017,0.047,0.042,1
"Rnf122",0.58818919091621,-0.245820574733546,0.014,0.017,1
"Chac2",0.58818919091621,-0.245820574733546,0.014,0.017,1
"Zfp7",0.58818919091621,-0.245820574733546,0.014,0.017,1
"Rcan1",0.58818919091621,-0.245820574733546,0.014,0.017,1
"Wfikkn1",0.58818919091621,-0.245820574733546,0.014,0.017,1
"Gk",0.588561893906697,-0.194290274093464,0.03,0.035,1
"Aim2",0.589219902081154,-0.102522287781784,0.208,0.217,1
"Cyb5b",0.589410188359629,0.102763152154869,0.136,0.127,1
"Gzma",0.589531665274923,0.238669133182641,0.014,0.017,1
"Fscn1",0.590137635269293,0.189038365458042,0.03,0.035,1
"Krtcap3",0.59016013890874,-0.117249238329636,0.063,0.07,1
"Armh3",0.590232977412031,-0.135396585039896,0.03,0.035,1
"Tceal8",0.590695234874136,0.542675320072742,0.011,0.008,1
"Cd160",0.590870023964766,-0.120289692649687,0.014,0.017,1
"Hps3",0.59145456626707,-0.12332375273932,0.096,0.104,1
"Sin3a",0.591543470162389,0.158760338289679,0.263,0.256,1
"Ccp110",0.591638374678261,0.350030242130345,0.05,0.044,1
"Shb",0.591801498304914,-0.114436966404249,0.03,0.035,1
"Fam53a",0.591975128635645,0.196224906051311,0.085,0.078,1
"Pcnx1",0.592242440601105,-0.133435068706609,0.116,0.124,1
"Tvp23b",0.592387431221936,0.184781727897507,0.127,0.119,1
"Zfp637",0.592414748493019,0.220747225185379,0.036,0.031,1
"Tmem198",0.592426459867791,0.390672226627692,0.011,0.008,1
"Rorc",0.592426459867791,0.390672226627692,0.011,0.008,1
"Lacc1",0.592426459867791,0.390672226627692,0.011,0.008,1
"Ankrd29",0.592426459867791,0.390672226627692,0.011,0.008,1
"Zdhhc16",0.592657373783792,0.159346680521236,0.085,0.078,1
"Szrd1",0.59307524693307,0.124362688761037,0.421,0.421,1
"Gan",0.593212350530127,0.166526834187493,0.05,0.056,1
"Axin2",0.593339743741114,-0.303153749799498,0.087,0.093,1
"Fdx1",0.593463339596831,0.125169565203149,0.165,0.156,1
"Fkbp1a",0.593703145286621,-0.101430665398371,0.268,0.277,1
"Otub2",0.593958416333944,0.253168702877757,0.011,0.008,1
"Dip2c",0.593958416333944,0.253168702877757,0.011,0.008,1
"Mgat4a",0.594109382704718,0.115254096338066,0.076,0.069,1
"Rbm10",0.595494309806625,0.149332891893217,0.085,0.078,1
"Rom1",0.595627283341626,-0.102659798627895,0.045,0.051,1
"Flywch2",0.595809757754765,0.288918727826958,0.032,0.027,1
"Bmpr1a",0.59608710468572,-0.20734642691891,0.054,0.059,1
"Tmem241",0.596295518686371,-0.245820574733546,0.073,0.079,1
"Aifm1",0.596483588248087,0.104554207680857,0.083,0.076,1
"Atad3a",0.596770094078899,-0.187235516559514,0.054,0.059,1
"Asf1b",0.596812021416488,0.463603749081543,0.065,0.059,1
"Raph1",0.596855952169413,0.125517768919529,0.193,0.183,1
"Pole",0.59712011738053,0.122961333584426,0.077,0.071,1
"Atic",0.597580197302115,0.127637820793898,0.164,0.155,1
"Zfp593",0.597603450340871,-0.160342942170126,0.054,0.059,1
"Strada",0.59777089028669,0.117369485340071,0.089,0.082,1
"Zfp524",0.598097138164364,0.142137390489014,0.065,0.059,1
"Dram2",0.598270583043603,-0.179222826004522,0.098,0.105,1
"Cenpt",0.598466046722867,0.127637820793898,0.047,0.042,1
"Prpf38b",0.598588475572108,0.138526136936635,0.388,0.387,1
"Lsm2",0.598641480069539,0.169866056183196,0.168,0.161,1
"Slc2a3",0.598947339251101,0.12143267126719,0.183,0.174,1
"Gadd45g",0.599350189417852,-0.189391474680625,0.048,0.054,1
"BC055324",0.599670223521881,-0.209397166483672,0.023,0.027,1
"Ppil1",0.599756294952507,0.152728801756729,0.182,0.175,1
"Slc16a11",0.600141335817775,-0.535327191928531,0.01,0.012,1
"Tnpo1",0.600202692703548,-0.109925897523777,0.293,0.3,1
"Chchd7",0.600236542364335,-0.138374284839791,0.147,0.156,1
"Lratd2",0.600295717763146,-0.194290274093464,0.023,0.027,1
"Gsr",0.600550101622942,0.102102728686761,0.209,0.2,1
"Polr2g",0.600680591441783,-0.113545863818236,0.191,0.2,1
"Izumo4",0.601187062549877,0.229517434813112,0.043,0.038,1
"Fam110c",0.601214322489331,-0.383324098483482,0.01,0.012,1
"Otud6b",0.601295176476555,-0.135396585039896,0.102,0.11,1
"Zfp689",0.601497402717394,0.127637820793898,0.047,0.042,1
"Med27",0.60161400220692,0.134797612366765,0.128,0.12,1
"Zc3h4",0.601658333275503,0.124571517746115,0.261,0.251,1
"Wiz",0.601690341980082,0.18701636787283,0.116,0.109,1
"Cercam",0.601749871185166,-0.264679601984862,0.01,0.012,1
"Zbtb8a",0.601749871185166,-0.264679601984862,0.01,0.012,1
"Ccdc77",0.601749871185166,-0.264679601984862,0.01,0.012,1
"Acrbp",0.601749871185166,-0.264679601984862,0.01,0.012,1
"Amotl2",0.601749871185166,-0.264679601984862,0.01,0.012,1
"Mrm1",0.601749871185166,-0.264679601984862,0.01,0.012,1
"Pigw",0.601749871185166,-0.264679601984862,0.01,0.012,1
"Tspan4",0.602266671026324,0.173441510407023,0.032,0.027,1
"Washc3",0.602592984264392,-0.100759583367878,0.165,0.174,1
"Tbxa2r",0.60310823168462,-0.135396585039896,0.023,0.027,1
"Bud23",0.603226082953543,-0.128701932465888,0.102,0.11,1
"Gmds",0.603342156312207,0.144125943582468,0.111,0.104,1
"Ssrp1",0.603399000704852,-0.111071162620308,0.198,0.207,1
"Bcs1l",0.604175110465922,0.142137390489014,0.032,0.027,1
"Pigl",0.604720586253937,0.247219436546571,0.028,0.024,1
"Eif2b5",0.604934036118302,0.115037784014265,0.206,0.197,1
"Kat2b",0.604980224577987,0.160205683250329,0.074,0.068,1
"Trmt10a",0.605224805865279,-0.341847462507323,0.017,0.02,1
"Akr1c13",0.605224805865279,-0.341847462507323,0.017,0.02,1
"Taf6",0.605269629192646,0.18824458549805,0.094,0.087,1
"Tpgs1",0.605349084681259,0.127637820793898,0.121,0.113,1
"Nipsnap3b",0.60549916817286,0.124755312260777,0.154,0.145,1
"Prnp",0.60601298892634,0.253168702877757,0.043,0.038,1
"Scfd2",0.606584051757424,-0.182464838696675,0.065,0.071,1
"Ms4a7",0.606790975541461,0.243115038213834,0.015,0.012,1
"Trib3",0.6069012004337,-0.280446917843179,0.017,0.02,1
"Chek1",0.606907609385863,-0.135396585039896,0.036,0.041,1
"Sgk3",0.606963066622137,0.320282898736294,0.015,0.012,1
"Cd46",0.606963066622137,0.320282898736294,0.015,0.012,1
"Prdm5",0.606963066622137,0.320282898736294,0.015,0.012,1
"Dnaaf4",0.606963066622137,0.320282898736294,0.015,0.012,1
"Morn2",0.606963066622137,0.320282898736294,0.015,0.012,1
"Fut11",0.607048108604577,-0.291314728488328,0.061,0.066,1
"Fam174b",0.607125978963742,0.194752016652435,0.028,0.024,1
"Wdr73",0.607312205479935,-0.165143928433947,0.039,0.043,1
"Usp46",0.607722666011883,0.180105240688033,0.028,0.024,1
"Ube2o",0.608111935930775,0.110359829362063,0.103,0.095,1
"Haus4",0.608131383311143,-0.187485096188349,0.098,0.105,1
"Rpn2",0.608162057140726,0.124317462502287,0.249,0.243,1
"Chd9",0.608162453630732,-0.163593476870547,0.073,0.079,1
"Sdc1",0.608203481118201,0.127637820793898,0.023,0.02,1
"Kcnk7",0.608600326638792,-0.216316580423463,0.017,0.02,1
"Icosl",0.608907462437696,0.430200590814329,0.034,0.03,1
"Ift122",0.609396872388017,0.253168702877757,0.023,0.02,1
"Gipc3",0.609396872388017,0.253168702877757,0.023,0.02,1
"Nmral1",0.60943308546072,0.208256281002183,0.056,0.051,1
"Iars2",0.609560802583995,0.119463889348198,0.158,0.15,1
"Timm9",0.60974987685695,-0.185245134490457,0.041,0.046,1
"Cep128",0.609839694749863,0.112991044829497,0.061,0.055,1
"Bcorl1",0.610176440251793,0.377616073802246,0.039,0.034,1
"Ncdn",0.610365566244119,0.131143764295434,0.131,0.123,1
"Mpg",0.6105167619177,-0.149202384564926,0.067,0.074,1
"Ltn1",0.610721301759603,0.279640914238948,0.019,0.016,1
"Thumpd2",0.610721301759603,0.279640914238948,0.019,0.016,1
"Gatd3a",0.610784420055589,-0.16654528361056,0.081,0.088,1
"Bbs9",0.610784854026675,0.10210272868676,0.054,0.048,1
"Plcb4",0.61086296659416,0.269656825666326,0.083,0.076,1
"Mief2",0.611098297370458,-0.114436966404249,0.065,0.071,1
"Tnfaip1",0.611233800577958,-0.140134504046559,0.098,0.105,1
"Sting1",0.611320168422266,0.108654717426325,0.309,0.302,1
"Rnf144a",0.611526729475729,-0.109401376506951,0.017,0.02,1
"Rpf2",0.611596494379738,0.175892989401119,0.05,0.044,1
"Fancm",0.611596494379738,0.175892989401119,0.05,0.044,1
"Nusap1",0.611666521944673,-0.147369226705971,0.066,0.059,1
"Kcnk6",0.61168032247783,0.169631909458526,0.077,0.071,1
"Dcxr",0.612424205757353,0.174943535572255,0.039,0.034,1
"Simc1",0.613380448537072,0.17428791409272,0.07,0.064,1
"Bub1b",0.613587503705795,0.203188853801075,0.056,0.051,1
"Zfp160",0.613623826299037,-0.146984559315108,0.041,0.046,1
"Pgls",0.614447265705304,-0.14401706761224,0.183,0.19,1
"Sugp2",0.614501480929175,-0.130283661646243,0.132,0.14,1
"Psmc3ip",0.61476374043402,0.127637820793899,0.019,0.016,1
"Ttc38",0.615054695293972,-0.194290274093464,0.047,0.052,1
"Cdk10",0.615556748594911,0.305636122771893,0.034,0.03,1
"Rad54b",0.615930191383478,-0.167818062732273,0.026,0.03,1
"Cpsf2",0.61613437199847,0.124173965490327,0.227,0.219,1
"Plin3",0.616241477354229,0.136682960396906,0.096,0.09,1
"Ascc2",0.616320734159144,0.147815702731529,0.132,0.125,1
"Mad1l1",0.616390774087165,0.109715912796635,0.05,0.044,1
"Abca2",0.617364123570118,0.120174301608779,0.27,0.262,1
"Orc3",0.61742647729677,-0.15776439806835,0.136,0.144,1
"Tcf12",0.617960303132344,-0.116550524143894,0.22,0.228,1
"Bysl",0.618091150332638,0.260904351657362,0.059,0.054,1
"Tradd",0.618347609967956,0.167166184980536,0.132,0.125,1
"Nudt7",0.618386318868407,0.118867611166166,0.05,0.044,1
"Serinc5",0.619728359629273,0.164163696819012,0.109,0.102,1
"Zfp35",0.619746953896855,-0.208297132087343,0.052,0.058,1
"Cd1d1",0.619796594513484,0.152728801756729,0.07,0.064,1
"Fastkd2",0.620087928518049,-0.167818062732273,0.029,0.033,1
"Klf8",0.620214453578436,0.230731313758001,0.034,0.03,1
"Med8",0.620638173654627,-0.171329125650153,0.149,0.156,1
"Eps15l1",0.620720664746004,0.127637820793898,0.056,0.051,1
"Ccdc91",0.62156387629271,-0.143216089499195,0.029,0.033,1
"Fastk",0.622492257172202,0.16326173052462,0.146,0.139,1
"Rxrb",0.622672374611304,-0.135396585039895,0.144,0.152,1
"Klc3",0.622937672730873,-0.205137656330456,0.072,0.077,1
"Ggact",0.623112790191781,0.110959079647268,0.056,0.051,1
"Zscan25",0.624361701939295,-0.205785912931294,0.032,0.036,1
"Fbxo44",0.624390189995164,-0.194290274093464,0.019,0.023,1
"Ufl1",0.624398495769532,-0.13814719605593,0.158,0.165,1
"Ada",0.624433674144948,0.168279805291244,0.034,0.03,1
"Inpp5e",0.624607096054683,0.122961333584426,0.096,0.09,1
"Pnpt1",0.624818430449755,0.158531828739682,0.139,0.132,1
"Ncapd3",0.625331935065155,0.214949380647267,0.16,0.153,1
"Cfp",0.625635707988584,0.542675320072742,0.026,0.023,1
"Tmem35b",0.626441029039599,-0.24873805811584,0.034,0.039,1
"Ctnnbip1",0.626776857198394,-0.171020494770617,0.032,0.036,1
"Wdr5",0.626885441113151,-0.127534467266925,0.14,0.148,1
"Zfp113",0.627510680430517,0.269656825666326,0.03,0.026,1
"BC024063",0.627542409225919,-0.101180869701983,0.019,0.023,1
"Cdc14b",0.627678416579382,-0.15776439806835,0.032,0.036,1
"Pgpep1l",0.628398679078109,-0.305321586482209,0.012,0.015,1
"Tmem50b",0.628899031671608,-0.16706880535844,0.132,0.14,1
"Cep43",0.6291264739823,0.17624776501852,0.099,0.093,1
"Gng4",0.629378497319599,-0.319821156177323,0.012,0.015,1
"Zfp3",0.629875212000147,-0.222859426290236,0.012,0.015,1
"Tpmt",0.629875212000147,-0.222859426290236,0.012,0.015,1
"Igf2bp2",0.629875212000147,-0.222859426290236,0.012,0.015,1
