"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"B2m",2.09834565746405e-36,0.549359633377956,0.986,0.971,2.52011313461432e-32
"Gpr132",1.05338130709058e-28,-0.764545338965282,0.732,0.841,1.26511094981579e-24
"Il2ra",2.01941659511456e-21,0.639284246340706,0.821,0.619,2.42531933073258e-17
"Foxp3",2.10942556484804e-20,0.667466694006759,0.751,0.553,2.5334201033825e-16
"Ikzf2",2.11130950066463e-19,0.516664488573179,0.867,0.718,2.53568271029822e-15
"Rilpl2",3.4659460828221e-17,0.988800497135683,0.501,0.323,4.16260124546934e-13
"Gzmb",2.81544337452123e-16,0.944323442124406,0.536,0.354,3.3813474928e-12
"Wnk1",1.75177813773557e-15,0.388725532173791,0.956,0.933,2.10388554342041e-11
"Hcls1",1.75145328813525e-14,0.407300188704251,0.871,0.764,2.10349539905044e-10
"Vps37b",2.62065135395409e-14,-0.667329710227089,0.829,0.885,3.14740227609887e-10
"Cd53",2.87739393547983e-14,-0.421414958127692,0.806,0.896,3.45575011651128e-10
"Slfn8",4.50301841639277e-14,0.755557522126717,0.568,0.399,5.40812511808771e-10
"Maf",1.24003470320533e-13,0.560829586830876,0.741,0.597,1.4892816785496e-09
"Adar",1.40901785841422e-13,0.667590586597489,0.546,0.384,1.69223044795548e-09
"Tnfaip3",2.00750724305579e-13,-0.36657328926986,0.887,0.945,2.41101619891e-09
"Rnf213",6.10070187790407e-13,0.61133851088979,0.751,0.602,7.32694295536278e-09
"Ddx5",1.11320653037553e-12,-0.40367918909626,0.824,0.882,1.33696104298101e-08
"Abhd2",7.70286347567657e-12,-0.636557423595798,0.389,0.544,9.25113903428756e-08
"Actn1",7.82664253569678e-12,-1.3916652538208,0.109,0.234,9.39979768537183e-08
"Cd2",9.40750347287145e-12,0.305851691698837,0.961,0.946,1.12984116709186e-07
"Dtx3l",1.27828328378126e-11,0.686266173701592,0.546,0.407,1.53521822382129e-07
"Septin9",1.40269353596647e-11,0.457750201624302,0.743,0.598,1.68463493669573e-07
"Gbp7",2.36227458588411e-11,0.679047761804028,0.547,0.404,2.83709177764681e-07
"Ccr2",3.72337454461989e-11,0.763739904186242,0.432,0.287,4.47177282808849e-07
"Ldha",9.97052055187959e-11,0.509388882232069,0.726,0.606,1.19745951828074e-06
"Tnfrsf9",1.34749465847564e-10,0.268442408928605,0.928,0.824,1.61834108482925e-06
"Gpr55",2.12349787326751e-10,0.546289589288861,0.514,0.361,2.55032094579428e-06
"Tnfrsf4",5.09776932896564e-10,0.325703791689751,0.942,0.845,6.12242096408774e-06
"Gramd2b",6.1632431241579e-10,-0.75626904586267,0.502,0.615,7.40205499211364e-06
"Stat1",7.0446738260238e-10,0.294124779401837,0.952,0.872,8.46065326505458e-06
"Samhd1",7.08685145127951e-10,0.423305845300532,0.847,0.795,8.5113085929867e-06
"Sv2c",7.31178650009871e-10,0.672691600078418,0.426,0.29,8.78145558661855e-06
"Xaf1",7.64227816870909e-10,0.648735796171796,0.499,0.369,9.17837608061961e-06
"Pde3b",8.53171667904075e-10,-2.09475460054255,0.029,0.107,1.02465917315279e-05
"Klf3",9.51731840750089e-10,-1.9258776885331,0.039,0.121,1.14302994074086e-05
"Itgb7",1.31181129501021e-09,0.391865029540525,0.828,0.72,1.57548536530726e-05
"Tnks2",1.32495342043126e-09,-0.665697869525713,0.356,0.486,1.59126905793794e-05
"Arl5a",2.50416079513685e-09,0.420239244411749,0.691,0.564,3.00749711495936e-05
"Eif4a2",2.8228496831059e-09,-0.427430570539439,0.663,0.752,3.39024246941019e-05
"Il12rb1",3.02463410563364e-09,0.776472504681439,0.355,0.231,3.632585560866e-05
"Hsph1",3.13753327358316e-09,-0.988649217046341,0.125,0.235,3.76817746157337e-05
"Lcp1",4.21669233279216e-09,0.262753473713907,0.961,0.924,5.06424749168339e-05
"Tdrp",4.27547407680383e-09,-2.40485726003312,0.01,0.068,5.1348443662414e-05
"Epb41",4.39929370591008e-09,-0.749568210517677,0.349,0.475,5.283551740798e-05
"Lmna",4.58457433562223e-09,0.477186238484483,0.649,0.516,5.5060737770823e-05
"Shisa5",4.85176060245429e-09,0.247937128608168,0.99,0.983,5.82696448354761e-05
"N4bp1",4.96120464879297e-09,0.352032409784191,0.747,0.618,5.95840678320036e-05
"Aff1",7.13872816824664e-09,-0.596301093076068,0.439,0.565,8.57361253006421e-05
"Rras2",1.01313125196313e-08,-1.85820411620944,0.073,0.161,0.000121677063360773
"Itm2c",1.0504733896784e-08,0.400862382110277,0.81,0.75,0.000126161854100376
"Ddx3x",1.05759166820056e-08,-0.480749025438588,0.546,0.652,0.000127016759350887
"Isg20",1.05904861543794e-08,0.543744379062668,0.629,0.518,0.000127191738714097
"Rhog",1.06220579449224e-08,-0.42935556406859,0.52,0.639,0.000127570915918518
"Tcf7",1.09295298059179e-08,-1.28739967848495,0.065,0.154,0.000131263652969074
"S1pr1",1.59447275819756e-08,-1.71467205261301,0.154,0.254,0.000191496178259527
"Hopx",1.67559703454971e-08,0.397468499530069,0.817,0.71,0.00020123920384942
"Rtp4",1.67713147517787e-08,0.636132823160783,0.523,0.409,0.000201423490168863
"Ikzf3",1.74434140686532e-08,0.399698709284064,0.695,0.558,0.000209495402964525
"Il21r",1.75864839345446e-08,-0.515063126333901,0.644,0.729,0.00021121367205388
"Picalm",1.77320353343072e-08,0.378044618299943,0.75,0.632,0.000212961744365029
"Ifng",2.29920928193372e-08,-1.32444808420943,0.065,0.149,0.00027613503476024
"Cmtm7",2.48421083606392e-08,0.365518749399354,0.594,0.449,0.000298353721411276
"Pik3ap1",2.63234035227556e-08,0.841437430381062,0.303,0.194,0.000316144076308295
"Sdc3",3.13649672752665e-08,0.974391560498217,0.265,0.165,0.000376693256975951
"Chp1",4.36257535624915e-08,-0.53599899405517,0.351,0.477,0.000523945300285523
"Fau",6.01209817089213e-08,-0.274317684032952,0.858,0.916,0.000722052990324145
"Ddit4",6.32155338474487e-08,0.390441782566681,0.682,0.561,0.000759218561507859
"Calm2",6.98087152065038e-08,-0.572801897347194,0.341,0.463,0.000838402669630111
"Cxcr4",7.40283668836955e-08,-0.354127764256856,0.691,0.806,0.000889080686273183
"Nr4a3",1.02782192111456e-07,-0.372504483740357,0.582,0.699,0.00123441412725859
"Zbp1",1.09241607448382e-07,0.433677282888144,0.64,0.534,0.00131199170545507
"Lrrc32",1.15282053209829e-07,0.332249268374264,0.651,0.499,0.00138453745905005
"Cep85l",1.19004395146046e-07,0.484877231476743,0.498,0.378,0.00142924278570401
"Npm1",1.28622824865378e-07,-0.50590486037232,0.402,0.516,0.00154476012663318
"Ecm1",1.34982808915336e-07,0.94154152868044,0.21,0.12,0.00162114353507318
"Fgl2",1.38155835504503e-07,0.317309801257742,0.648,0.496,0.00165925158440908
"Irf7",1.45939499819498e-07,0.456645743102983,0.664,0.568,0.00175273339283217
"Sdcbp2",1.65524889899408e-07,0.478022361730489,0.574,0.461,0.00198795392769189
"Nsg2",1.67181902313141e-07,-2.2986269339082,0.012,0.063,0.00200785464678083
"Ifi47",1.76096939335303e-07,0.520244273933415,0.48,0.363,0.00211492424141698
"Ccr5",2.08723984194066e-07,0.4521630271673,0.589,0.466,0.00250677505017073
"Rab11fip1",2.12238372938362e-07,0.377946550276235,0.703,0.601,0.00254898285898973
"B4galnt1",2.26313489569999e-07,-0.730701029982511,0.254,0.364,0.00271802500973569
"Anxa6",2.26507596241741e-07,0.289394322266377,0.869,0.816,0.00272035623086331
"Sema4b",2.60203520518138e-07,0.475474269812391,0.541,0.416,0.00312504428142284
"Mif",2.79466577816546e-07,-0.753149020878721,0.161,0.263,0.00335639359957672
"Gzmk",2.8455583770666e-07,-3.81989475931197,0.006,0.048,0.00341751561085699
"Atp1b1",3.1024324097571e-07,-4.36421527553578,0.001,0.039,0.00372602132411828
"Mier1",3.89787494078484e-07,0.469118713102661,0.648,0.559,0.00468134780388259
"Irf2bp2",4.95740664466571e-07,-0.57761891364497,0.442,0.541,0.00595384538024352
"Klrg1",5.34462121805234e-07,0.510762819291937,0.454,0.338,0.00641889008288087
"Clec2d",5.4937485503779e-07,0.425449325394633,0.649,0.551,0.00659799200900386
"St8sia1",5.71855963779532e-07,-2.21631658042346,0.014,0.062,0.00686799012499218
"Mtmr3",7.84095119926056e-07,0.730302323248514,0.371,0.27,0.00941698239031194
"Ets2",7.94326000987555e-07,0.352499342580516,0.715,0.618,0.00953985527186054
"Lgals3bp",8.21458401018557e-07,0.367526018276838,0.695,0.593,0.00986571539623287
"Themis",8.7050541348962e-07,-0.722761575976356,0.205,0.306,0.0104547700160103
"Emb",8.94836487210195e-07,-0.494118547654715,0.424,0.529,0.0107469862113944
"Eef1a1",1.06450251692996e-06,-0.231715345874331,0.996,0.999,0.0127846752283288
"Nr4a2",1.12818878963693e-06,-0.635966898470679,0.344,0.444,0.0135495473635395
"Jmy",1.41692828624588e-06,-0.780349464370197,0.268,0.364,0.0170173087178131
"Evl",1.4302004027386e-06,-0.814876684545341,0.085,0.165,0.0171767068368906
"Eef2",1.45255284588282e-06,-0.379815312706342,0.558,0.644,0.0174451596790527
"Pou6f1",1.46450497666546e-06,-1.93125586825967,0.022,0.074,0.0175887047697522
"Hs3st3b1",1.56552735784455e-06,-4.58660769687222,0,0.031,0.018801983567713
"Tnfrsf8",1.73177395939206e-06,0.853877008367046,0.147,0.076,0.0207986052522986
"Rab3ip",1.83652797352095e-06,-0.646429400164405,0.289,0.394,0.0220567009619867
"Lef1",1.87534268410867e-06,-1.75356613115097,0.114,0.191,0.0225228656361451
"Selplg",1.97927385336788e-06,0.331073487865216,0.751,0.664,0.0237710789789483
"Ifit3",2.2365600811438e-06,0.638623914118327,0.314,0.217,0.026861086574537
"Bcl2l1",2.42593969861919e-06,0.275780341849923,0.747,0.633,0.0291355357804165
"Zmiz1",2.4557128679679e-06,0.488227536050366,0.454,0.353,0.0294931115442945
"Hspa1a",2.63262534239357e-06,-2.38389633160035,0.054,0.118,0.0316178303621467
"Ttc3",2.71645295217733e-06,-0.941358271797633,0.092,0.17,0.0326245999556498
"Sdf4",2.8129385679958e-06,0.315337076131492,0.862,0.829,0.0337833922016296
"Wdr76",2.9340399967042e-06,1.07160378587957,0.12,0.058,0.0352378203604174
"Naca",2.96184453283544e-06,-0.374528369174234,0.583,0.666,0.0355717528393537
"Helz2",3.40016499281342e-06,0.346068275977924,0.622,0.529,0.0408359815636892
"Rap1b",3.48277909024604e-06,0.213543913587662,0.952,0.948,0.041828176873855
"Eif2ak3",3.55603375893249e-06,-0.847506990519826,0.184,0.276,0.0427079654447792
"Pml",3.73156736652371e-06,0.613641841426886,0.355,0.258,0.0448161240719498
"Mapkapk2",3.87870394357809e-06,0.292932410591339,0.747,0.676,0.0465832343623729
"Bst2",3.99718389095725e-06,0.425586398280669,0.732,0.686,0.0480061785303966
"Acot2",4.04757370970283e-06,-0.981660821696914,0.096,0.173,0.048611360253531
"Tecr",4.20899085559378e-06,0.511889194653092,0.462,0.364,0.0505499801756813
"Eif2s3x",4.22263362060947e-06,-0.927466778646556,0.077,0.149,0.0507138297835197
"Ugcg",4.50259966497176e-06,-0.782088075512758,0.282,0.381,0.0540762219763108
"Il2rb",4.54308540620355e-06,0.178035463912491,0.981,0.908,0.0545624557285047
"Anapc7",4.86197109156733e-06,-0.719294758865942,0.133,0.218,0.0583922728097236
"Kmt2e",4.93124444097589e-06,-0.354865993300515,0.473,0.58,0.0592242457361204
"Tgfbr2",4.95303451327716e-06,-0.716794504354078,0.414,0.489,0.0594859445044587
"M6pr",5.05313353132728e-06,0.379883719889741,0.693,0.613,0.0606881337112407
"Trim30a",5.10155156652178e-06,0.377472728872833,0.487,0.372,0.0612696343139266
"Hnrnpdl",5.13911534570104e-06,-0.791225416480696,0.121,0.203,0.0617207753018695
"Tnfrsf18",5.23212161864096e-06,0.222279819094116,0.922,0.892,0.0628377806398779
"Dock2",5.43509244615766e-06,0.275345275406641,0.871,0.855,0.0652754602783535
"Ramp3",5.47361142620771e-06,-0.328088772160923,0.304,0.412,0.0657380732287546
"Lamc1",5.48446480262515e-06,0.403665065072653,0.557,0.454,0.065868422279528
"Galnt2",5.92999947945516e-06,0.394998152030482,0.589,0.492,0.0712192937482564
"Srsf7",6.039229754531e-06,-0.38630521660724,0.421,0.521,0.0725311493519173
"Acsl3",6.33533583969966e-06,-1.83172019470876,0.036,0.09,0.0760873834347929
"Ube2b",6.65973213084581e-06,-0.273720295953505,0.726,0.8,0.0799833828914582
"Rflnb",7.1469568663228e-06,-3.64714923880728,0.004,0.037,0.0858349519645369
"Ap3b1",7.17002044888304e-06,0.413024568146783,0.66,0.567,0.0861119455910853
"Morf4l2",7.36564244432563e-06,-0.674916114999885,0.294,0.385,0.0884613657563508
"Sft2d2",7.70107597332655e-06,-0.674225297750219,0.205,0.295,0.0924899224396519
"Klhl6",7.79517318222718e-06,-1.00986570295604,0.073,0.141,0.0936200299185485
"Ss18",8.06568462940541e-06,-0.492547153387461,0.461,0.55,0.096868872399159
"Map1lc3a",8.2911588182805e-06,-1.23629780061504,0.056,0.118,0.0995768174075488
"St8sia6",8.57122414896916e-06,-2.57280189734719,0.01,0.047,0.10294040202912
"Matk",8.99233034055373e-06,0.640286116699164,0.23,0.147,0.10799788739005
"Lag3",9.25861192409197e-06,0.441106644597138,0.542,0.447,0.111195929208345
"Stk38",9.73625779831701e-06,-0.560135485511033,0.271,0.367,0.116932456157787
"Mtfr1",1.02116083551892e-05,-0.896746337833061,0.085,0.156,0.122641416345823
"Glrx",1.07042902780164e-05,0.285673420787033,0.728,0.637,0.128558526238977
"Ski",1.07402671237599e-05,-0.348721125857976,0.604,0.686,0.128990608156356
"Ifit1",1.13531581057706e-05,0.629942156290392,0.297,0.208,0.136351428850305
"Frmd4b",1.18979813017931e-05,0.591115675130495,0.235,0.153,0.142894755434535
"Tent5a",1.19288002670414e-05,0.369567619368029,0.594,0.494,0.143264891207168
"Serinc3",1.19570907747831e-05,0.264201784080218,0.924,0.898,0.143604660205145
"Ptprc",1.21214838275978e-05,0.223054307298924,0.957,0.924,0.145579020769449
"Bcl2",1.26513074817577e-05,-1.05906289339924,0.058,0.119,0.151942202855909
"Clint1",1.28579874623631e-05,-0.458981997790032,0.429,0.515,0.154424429422981
"Csnk1g3",1.32479236661665e-05,-0.42561582019992,0.4,0.497,0.159107563230659
"Ccr7",1.42546776596866e-05,-0.291272687632152,0.263,0.366,0.171198678692836
"Ifngr2",1.4446751041e-05,-1.38778374667418,0.084,0.15,0.17350548000241
"Sh2d2a",1.47008794533721e-05,-0.335322491893175,0.773,0.82,0.176557562234999
"Fmnl1",1.47267278826537e-05,0.312477496247494,0.772,0.735,0.176868001870671
"Igtp",1.52039074828752e-05,0.28098233231875,0.696,0.593,0.182598928869331
"Rsad2",1.5241893639135e-05,0.622763231395434,0.304,0.213,0.183055142606011
"Trps1",1.79642795394796e-05,-0.521683925723636,0.378,0.47,0.21575099726915
"Jcad",1.86190469244037e-05,0.850797615435074,0.139,0.076,0.223614753562088
"Apol9b",1.96311520960474e-05,0.969489987127939,0.103,0.05,0.23577013667353
"Abhd13",1.97488030987194e-05,-0.810961634541958,0.091,0.161,0.237183125215619
"Cep57l1",2.049075983494e-05,1.22951743481311,0.083,0.036,0.246094025617629
"Susd6",2.09125891364434e-05,-0.502272085981232,0.33,0.42,0.251160195528685
"Ier2",2.13564453423805e-05,-0.531568391732685,0.371,0.461,0.256490908561989
"Ttc39c",2.460353854418e-05,0.357401393770436,0.569,0.485,0.295488497915602
"Hexim1",2.57833599105709e-05,-0.506406429449741,0.387,0.469,0.309658152525956
"Slc39a10",2.72695222517778e-05,1.14471133415284,0.099,0.048,0.327506962243852
"Gdi2",2.76398579609918e-05,-0.402511795297875,0.553,0.625,0.331954694111512
"Tomm20",2.82222156120673e-05,-0.469166292571774,0.213,0.305,0.338948809500928
"Entpd1",2.83674830012972e-05,0.562713073309287,0.369,0.28,0.340693470845579
"Sub1",2.887243646013e-05,-0.442527677999177,0.44,0.527,0.346757961886162
"Brms1",2.94475778477903e-05,-0.725257885173891,0.12,0.194,0.353665409951962
"Tmbim6",3.16485281991624e-05,0.287463447181116,0.664,0.594,0.38009882367194
"Hnrnpl",3.5029689849382e-05,0.363174316389098,0.553,0.469,0.420706575091078
"Il18r1",3.53722698014407e-05,-0.44884177830436,0.3,0.398,0.424820960315303
"Tgfbr3",3.63955634269806e-05,-1.82297415224394,0.015,0.053,0.437110716758037
"Map3k14",3.69960597570832e-05,-0.656633488150665,0.179,0.261,0.44432267768257
"Ndufa6",3.76810325602555e-05,-0.421074153657897,0.391,0.482,0.452549201048669
"Pim1",3.7934950880265e-05,0.206197178749034,0.906,0.876,0.455598760071983
"Gm2a",3.89211353454719e-05,0.254351575482356,0.706,0.617,0.467442835499118
"Dynlt5",3.93285656152109e-05,0.938603996403881,0.077,0.033,0.472336073038683
"Socs3",3.96680423225154e-05,-0.651897206440768,0.177,0.26,0.47641318829341
"Trim27",4.11572690434935e-05,-0.594828203677193,0.179,0.262,0.494298801212357
"Parp9",4.11867926196369e-05,0.454017700252345,0.498,0.411,0.494653379361839
"Pglyrp1",4.11936298002808e-05,0.372555557234131,0.523,0.435,0.494735493901372
"Cd9",4.26640992828763e-05,-0.75835755050327,0.136,0.212,0.512395832387345
"Prpf8",4.39588156717455e-05,0.356663334462793,0.608,0.518,0.527945376217664
"Traf4",4.4420154156169e-05,-0.479019751026577,0.294,0.384,0.53348605141559
"Gimap7",4.69185593806635e-05,0.278827899260605,0.525,0.413,0.563491898161768
"Plcxd2",4.90640426409113e-05,-0.89606643979737,0.091,0.156,0.589259152117345
"Nherf1",4.91098438067841e-05,0.336678727436556,0.607,0.517,0.589809224119477
"Cc2d1a",5.19492570431774e-05,0.772542861971337,0.155,0.093,0.62391057708856
"Rnf157",5.23495746058644e-05,0.347068841759239,0.345,0.251,0.628718391016432
"Ly6a",5.25456869060936e-05,0.178823591412904,0.961,0.913,0.631073699742185
"Sik1",5.45072231027118e-05,-0.319438088942903,0.67,0.728,0.654631749463568
"Zc3h12d",5.57121752787119e-05,0.358447270157162,0.565,0.478,0.66910322509733
"Ifi27",5.78669544763228e-05,-0.517331989291535,0.239,0.325,0.694982123260637
"Rrad",5.96985736950224e-05,0.445791342312934,0.414,0.327,0.716979870077219
"Dnajb1",6.03049981598376e-05,-0.462542389198277,0.243,0.33,0.724263027899649
"Gna13",6.06232770108237e-05,-0.235771441381833,0.905,0.913,0.728085556899993
"Gbp4",6.08727549102022e-05,0.350649026201977,0.458,0.365,0.731081786471528
"Pnisr",6.14589505385098e-05,-0.520125466943328,0.265,0.35,0.738121995967502
"Runx2",6.17718675200167e-05,0.287806681234728,0.652,0.539,0.7418801289154
"Coq10b",6.52512050849451e-05,-0.380509082876427,0.443,0.528,0.783666973070191
"Itm2a",6.56751610214144e-05,-0.798647025607927,0.139,0.212,0.788758683867187
"Oit3",6.72487330220709e-05,1.54267532007274,0.069,0.029,0.807657283595072
"Ifi206",6.82475333578809e-05,0.586264588620425,0.37,0.29,0.819652875628149
"Cox7a2l",7.0025828099895e-05,-0.501824140094118,0.414,0.487,0.841010195479738
"Ifi213",7.15867235839229e-05,0.513351240592798,0.388,0.303,0.859756550242914
"Cd40lg",7.54891086794033e-05,-0.574782261475435,0.062,0.118,0.906624195239634
"Med14",7.55069804430572e-05,-0.623133572897338,0.259,0.334,0.906838835121117
"Gch1",7.60921619444e-05,-0.63385846544522,0.237,0.314,0.913866864952244
"Rnf125",7.84488629297258e-05,0.264683833710895,0.834,0.815,0.942170843786007
"Rap1gds1",8.67293629473695e-05,0.332406457818784,0.469,0.372,1
"Prkab2",8.75284150835836e-05,-1.37486251973529,0.022,0.061,1
"Ywhab",8.95857357453509e-05,0.404347163524769,0.466,0.382,1
"Trim56",9.01254339068407e-05,0.397477404532807,0.344,0.256,1
"Arap2",9.15186592306329e-05,-0.492090098087935,0.257,0.341,1
"Btg2",9.27029046609072e-05,-0.364215275535777,0.475,0.559,1
"Arpc1a",9.32117051082877e-05,-0.700595830939622,0.124,0.193,1
"Hbp1",9.41141962862567e-05,-0.427036057849486,0.348,0.439,1
"Nop10",9.8372225865975e-05,-0.618687667866146,0.193,0.269,1
"Cpsf7",0.000102340949953979,-0.613329703929804,0.199,0.276,1
"Cdkn1b",0.000105416878355323,-0.269169320465886,0.666,0.733,1
"Slc35b2",0.000106667084350452,0.499463253251443,0.298,0.22,1
"Rab6b",0.000106769125956868,-0.712002533405425,0.121,0.189,1
"Areg",0.00010850191452268,0.254826477795175,0.366,0.27,1
"Gas2",0.0001093319484232,0.805709725906536,0.133,0.077,1
"Cdk11b",0.000109965515277482,-0.433077133680581,0.286,0.373,1
"Cysltr2",0.000110108828592496,0.399588364125647,0.446,0.355,1
"Eps8l1",0.000113660909963849,-1.25801587170385,0.041,0.088,1
"Fam107b",0.000114760989694783,-0.25584686170199,0.821,0.858,1
"Cd96",0.000115754794156446,-0.78650859081742,0.136,0.204,1
"Entpd6",0.000115807275394002,-1.28920192111893,0.033,0.076,1
"Reep5",0.000116057793578415,0.37275031863043,0.55,0.48,1
"Tbc1d9b",0.000121300268312573,0.364582997759031,0.404,0.316,1
"Arhgef1",0.000121819011668244,0.190699144062696,0.836,0.783,1
"Ctsw",0.000123376371485598,-0.754747811305972,0.147,0.216,1
"Plec",0.000124865927754529,0.327760381713593,0.677,0.612,1
"Uba1",0.00012759106072063,0.277640412359511,0.711,0.653,1
"Ier5l",0.000133605208434849,-0.768526368221562,0.202,0.274,1
"Neb",0.000133606427874437,0.354230230659632,0.362,0.272,1
"Syne3",0.000136795253132194,0.487533765880281,0.268,0.192,1
"Mctp2",0.000141300056016877,-0.978861800506781,0.034,0.078,1
"Ifit2",0.000147812104637762,0.76855672748907,0.173,0.111,1
"Fos",0.000149402874010539,-0.554372452678355,0.263,0.346,1
"Rpap3",0.000153557738276489,2.1276378207939,0.028,0.006,1
"St6gal1",0.000157660967482627,-0.599768944947463,0.1,0.164,1
"Tubb4b",0.000159277823696423,-0.362766682530729,0.378,0.47,1
"Hsp90ab1",0.000163524033800251,-0.296625815398564,0.611,0.679,1
"H2-Q6",0.000168687550336459,0.237122189618671,0.931,0.899,1
"Rora",0.000169745797851752,0.249316377382151,0.813,0.73,1
"Cep19",0.000170578720070255,0.915718730686959,0.105,0.057,1
"Hivep1",0.000184707793663645,0.351678095011829,0.509,0.424,1
"Tmem154",0.000186092556075595,0.445299909028117,0.362,0.28,1
"Nop56",0.000187336392907929,-0.513777948256438,0.226,0.301,1
"Fancf",0.000187428412853021,0.58308958851865,0.21,0.144,1
"Pak1",0.000188257811263037,-2.04228718064841,0.006,0.031,1
"Pdlim4",0.000190553791992522,-2.50171879928571,0.004,0.028,1
"Hspa1b",0.000192869093092612,-1.81185744024655,0.109,0.169,1
"Chchd2",0.000193395555985886,-0.224347507949644,0.612,0.695,1
"Id2",0.000197087341338391,-0.401494689287492,0.85,0.834,1
"Arpc3",0.000199647245641297,-0.29200244408471,0.534,0.617,1
"Cap1",0.000204269704035653,0.223482933789555,0.878,0.852,1
"Usp18",0.000208510107405227,0.609647873886996,0.322,0.247,1
"Srrm2",0.000218487676926621,0.305583003419878,0.64,0.565,1
"Eif3k",0.000221411926053738,-0.378735944821255,0.502,0.565,1
"Il5",0.000221935683994312,1.8770943591433,0.021,0.003,1
"Pde7a",0.000224599320036879,-0.523532831015144,0.197,0.272,1
"Trappc8",0.000225527200784533,-0.488651014121164,0.231,0.308,1
"Stat4",0.000238298282008702,-0.354378378213692,0.476,0.541,1
"Stx11",0.000244003444763139,0.178307265578839,0.741,0.644,1
"Hnrnpk",0.000244591287060272,-0.24084861677102,0.663,0.737,1
"Fosl2",0.00024468166309341,-0.239223809930212,0.754,0.8,1
"Stag2",0.000246614538676007,-0.464071512367843,0.34,0.412,1
"Il10",0.000252578469267569,0.334948285918045,0.242,0.171,1
"Foxp1",0.000255586924710998,-0.743320234204363,0.199,0.27,1
"Sumo1",0.000257055673863488,-0.341443967877118,0.44,0.518,1
"Ndufa13",0.000257382454469802,-0.295379837343502,0.516,0.587,1
"Cd226",0.00025812150082874,-0.679717101263706,0.085,0.143,1
"Irs2",0.000259021902755051,0.41049488339424,0.307,0.228,1
"Adgrg1",0.000259874886012359,-2.22671175178584,0.01,0.038,1
"Clta",0.000274340834168581,-0.301828376444111,0.624,0.67,1
"Sytl3",0.000276981228259669,0.362889070114154,0.293,0.214,1
"Mafb",0.000278210666144715,1.49960659818086,0.039,0.012,1
"Etv3",0.000280270593241009,-0.630389388900138,0.118,0.182,1
"Cd3d",0.000282163703512238,-0.188899827125647,0.796,0.859,1
"Maz",0.000282779269223147,0.370850785714948,0.458,0.378,1
"H2-Q7",0.000283930919252855,0.136532631422694,0.993,0.991,1
"Ifih1",0.000285396912372979,0.48235585079893,0.369,0.296,1
"Slfn2",0.000293876998141534,0.2342400077769,0.677,0.608,1
"Ssbp3",0.000297962375029178,0.385542989573875,0.381,0.303,1
"Abce1",0.000300681079342056,-0.532814879511521,0.14,0.208,1
"Eomes",0.000304072689431204,-2.12474934084039,0.011,0.04,1
"Malt1",0.0003058826942164,0.313423062318635,0.623,0.556,1
"Pld3",0.000319105910601284,0.279640914238948,0.554,0.47,1
"Lrig1",0.000319788778973581,-1.01697609211923,0.094,0.149,1
"Bcl6",0.000329815738623884,-0.438131114693947,0.144,0.212,1
"Bach2",0.000333343035046536,-1.29754423589049,0.036,0.076,1
"Mfap1b",0.000335710903854858,-0.890284087203364,0.054,0.101,1
"Ccnd2",0.00033993512562903,0.23591953680963,0.696,0.621,1
"Suco",0.000346574673581214,-0.328376822709874,0.265,0.347,1
"Sfxn3",0.000362694237574033,-0.487248316477378,0.193,0.264,1
"Ifi27l2a",0.000363326770904181,0.201997345553435,0.938,0.91,1
"Tiprl",0.000365005882162156,-0.442003880643502,0.396,0.465,1
"Srebf1",0.000365045980983058,0.513964023431215,0.234,0.166,1
"Scml4",0.000373663242305235,-1.04228718064841,0.041,0.084,1
"Rhob",0.000377499644982019,-0.58165281492946,0.195,0.267,1
"Rasgrp2",0.000380568779339733,-1.08600855807773,0.073,0.124,1
"Socs2",0.000386980098599628,0.609102681811718,0.199,0.137,1
"Pink1",0.000389317895444557,-0.351831551079944,0.238,0.321,1
"Rpa1",0.0004035207094209,-0.413697747527,0.243,0.324,1
"Acot11",0.00042141403799076,0.57288993311975,0.21,0.146,1
"Ube2j1",0.00042287839998948,-0.475396252849276,0.285,0.358,1
"Slc16a1",0.000423548441230036,-0.652340662332401,0.132,0.195,1
"Zbtb20",0.000424877690003005,-0.928630398852847,0.052,0.098,1
"Hacd3",0.000426117048355992,0.196516134065802,0.682,0.608,1
"Dnajc3",0.00042847675499567,-0.470148720284842,0.253,0.33,1
"Abcf2",0.000435819894192107,-0.700778716791535,0.087,0.142,1
"Sgms1",0.000444013116133181,0.467759613294831,0.37,0.299,1
"Rgs1",0.000446472428613368,-0.336399897667651,0.768,0.803,1
"Ciao2b",0.000456210887558484,-0.533822817401301,0.12,0.182,1
"Ppil4",0.000468730747806805,-0.512530181950712,0.175,0.243,1
"Gata3",0.000475846506340477,0.406791891990969,0.528,0.463,1
"Vim",0.000490607165057703,0.175524946466016,0.945,0.927,1
"Plxnd1",0.000496194823284904,0.447040041022233,0.303,0.231,1
"Mt1",0.000517334198420771,-0.715960621863535,0.149,0.213,1
"Sirt1",0.000522287752784379,-0.591810012114278,0.105,0.162,1
"Per1",0.000525145851300082,-0.248387111167554,0.604,0.689,1
"Tlr2",0.000539252521818612,1.03452841640242,0.059,0.026,1
"Crlf3",0.000543215442271158,-0.373968933431778,0.594,0.646,1
"Ighm",0.000545170174779067,0.35214373731878,0.547,0.474,1
